device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_711ddcdb2e99,sess_2d0f231ebf60,Safari,Android,tablet,US,0.1159,1191,593,1
dev_08c6712f201f,sess_0b79f6bdf4cb,Edge,Android,mobile,SG,0.0332,1064,1541,1
dev_a3fb8db48b51,sess_3b762a21a5b7,Firefox,iOS,desktop,IN,0.006,154,511,1
dev_c69b3c0dd735,sess_4a072ec1689b,Edge,macOS,desktop,DE,0.1681,1466,738,1
dev_05a066a2f9ba,sess_415cf330c09a,Safari,Android,tablet,AE,0.0033,1106,1068,0
dev_177405a51d6b,sess_f9a578955f6e,Edge,macOS,mobile,SG,0.0195,258,432,1
dev_83764358940a,sess_f29ff29e3e6c,Safari,macOS,mobile,US,0.0645,796,1368,0
dev_70db3b0a6af4,sess_f93a2ea2ec2b,Edge,Windows,desktop,SG,0.1753,158,1698,1
dev_5d22b555e397,sess_57a142e7e1d0,Safari,macOS,tablet,IN,0.2019,214,862,0
dev_7cd1b8f35696,sess_837128f9fa3b,Safari,iOS,tablet,US,0.108,1097,116,1
dev_0e213b5d9231,sess_bab4233a5140,Firefox,iOS,mobile,GB,0.244,853,1786,1
dev_2c237d6568dc,sess_fe5796b248ac,Safari,Android,mobile,DE,0.0944,1300,1409,1
dev_11614eb9963d,sess_35845e5cb9f8,Edge,Android,tablet,DE,0.2436,1485,609,0
dev_93ea54b814fb,sess_019e9db5948b,Safari,iOS,desktop,AE,0.0322,1266,1502,0
dev_f8ffb49d6b6b,sess_68e2d1e7f177,Firefox,Windows,desktop,IN,0.0855,707,1799,0
dev_0b56a104eb28,sess_c4f32d0ecfc1,Chrome,Windows,tablet,AE,0.1133,1231,264,0
dev_5ca2522836bf,sess_9fa857beed87,Edge,Android,desktop,DE,0.1609,403,955,1
dev_ea06e3733748,sess_6e307b788d32,Firefox,macOS,mobile,IN,0.2432,1437,208,1
dev_87d7fc7a12d6,sess_371737deb9f1,Chrome,macOS,mobile,SG,0.0343,273,1662,0
dev_dcaff1485ffa,sess_91f8567c3097,Safari,macOS,tablet,GB,0.1164,346,135,0
dev_327b71b5905f,sess_67523df8d90e,Edge,Android,desktop,GB,0.1523,568,505,0
dev_c88943d62494,sess_fd50e4c4db5c,Chrome,Windows,desktop,DE,0.1278,663,1029,1
dev_27c2ff9d95f6,sess_88a3054463e9,Safari,Android,desktop,GB,0.2365,1071,318,0
dev_0ced9dba2aa4,sess_a8394fcb1871,Edge,Windows,mobile,IN,0.1044,1500,875,1
dev_31577587f16c,sess_3e5f49b1ef69,Edge,Android,desktop,AE,0.4086,165,688,0
dev_014ad07e3a54,sess_4640f252fb66,Chrome,iOS,mobile,SG,0.3151,24,754,1
dev_7e9f457cd38a,sess_ca1fba1862e5,Firefox,Windows,mobile,GB,0.8311,138,119,0
dev_49245289eb91,sess_212b36bfaa14,Safari,macOS,mobile,AE,0.5061,156,832,1
dev_593d66e82d84,sess_69605cc2d2ec,Chrome,macOS,tablet,SG,0.0901,994,430,0
dev_5eb50508ac75,sess_010d76a98107,Edge,Android,mobile,AE,0.5855,95,233,3
dev_e0597183e8e8,sess_af774f5189e1,Edge,iOS,mobile,SG,0.7042,224,70,2
dev_d832b303871e,sess_1d18f6a41dd5,Safari,iOS,desktop,DE,0.482,162,256,2
dev_313e793f5603,sess_682218f258c3,Chrome,Windows,tablet,AE,0.1072,212,826,0
dev_69c25fdf18c1,sess_511618fef5a5,Chrome,iOS,tablet,GB,0.2244,147,850,2
dev_b7c726eba564,sess_aa9fe97c512c,Safari,macOS,mobile,DE,0.0686,1052,386,0
dev_292cec10553f,sess_9969d59d9071,Safari,Android,mobile,IN,0.4634,167,770,3
dev_6181fa5d861f,sess_98587f09c06a,Edge,Windows,tablet,IN,0.0242,1352,250,1
dev_5f86710fc403,sess_9722f441e279,Chrome,Windows,mobile,IN,0.5847,3,429,2
dev_8522caffdf0a,sess_b0ece5fa3599,Edge,iOS,mobile,SG,0.2255,412,103,0
dev_94ea843256bc,sess_86c25e37bff1,Edge,Linux,desktop,DE,0.6622,107,143,3
dev_f1fb0e9d47b1,sess_0a5d65e3b956,Edge,Linux,tablet,SG,0.165,156,109,0
dev_755d56cc3041,sess_ed99220c1f3e,Safari,Linux,mobile,US,0.4797,8,298,1
dev_a0f1a955d5f7,sess_c5f7dcf10bfa,Safari,Android,desktop,AE,0.6715,141,471,3
dev_9d1e6816422f,sess_8e53d9278817,Firefox,iOS,desktop,IN,0.032,855,281,1
dev_b95c95cef30e,sess_9f8359313748,Safari,Android,tablet,US,0.0816,947,515,1
dev_74c41abdad3d,sess_a89dc4984c94,Firefox,Android,desktop,AE,0.1684,98,823,0
dev_907c3f8aa15e,sess_8934083b69e4,Chrome,macOS,tablet,US,0.2319,387,113,0
dev_9a8ded4fe71d,sess_68f6d07f4c51,Firefox,iOS,mobile,AE,0.1842,307,722,0
dev_4806b22e2b75,sess_2b9f2eacf810,Edge,Linux,mobile,AE,0.2842,88,139,0
