attack_instance_id,scenario_id,attack_id,bucket,subtype,scenario_seed,attack_intensity,stealth_level,generated_record_ids
atk_4211d97c3af3,scn_1e950b3d183b,merchant_bustout_001,merchant_ecosystem_abuse,bust_out_merchant,53,0.8396,0.5969,"txn_7e0d8678ab05,txn_840d2d1d9f5d,txn_20778012455f,txn_899cdbb01eae,txn_ad09e78b5eeb,txn_0326a9d8820e,txn_2e722f94f950,txn_caaffe9cd853,txn_f2e876308420,txn_48970c95f3b3,txn_76bb12aa7bd9,txn_e704c4a58ec1,txn_3c8be5c1170d,txn_64f849b05863,txn_825d15b24126,txn_288db68c5045,txn_7644a6358ef8,txn_522db83296ca,txn_80ac2e51ee6a,txn_4469c3c93909,txn_19118de3f3a1,txn_b1ba7a792b29,txn_932cf4bf60cb,txn_7e3a8fda203c,txn_b1db602b29e9,txn_70b1a0117d46,txn_d72d02b9210e,txn_9a62713801f6,txn_ec279c5b98da,txn_76d2ed0b8fc9,txn_3739d7daa66f,txn_df0154dd84c5,txn_a3f28092fa5c,txn_15c058b61328,txn_23e9a8941014,txn_d8fbc72cb346,txn_36e00f4a1fa5,txn_39aa4162c005,txn_85630f473d69,txn_ee986499900e,txn_2bf0007509c9,txn_8c382da3c365,txn_2e9677fa64e3,txn_75e02b8ef515,txn_59fa3ef9bb62,txn_b561588bf304,txn_9e9d7313fe01,txn_e9133db12aa5,txn_43a51888ed9c,txn_f6f340a99f63,txn_c068ccc429e7,txn_613f104aa329,txn_653cb5bf1cd4,txn_6ab9a50506ca,txn_ba28a09b4629,txn_9d36130d2ccc,txn_45a550008ae0,txn_61465ee8d460,txn_42e1b9fa1ff8,txn_ea3184ea82a5,txn_92ab61e29d17,txn_51d73b9a7c6a,txn_3f2981b44fd6,txn_6b90f805b8d8,txn_1f90137a260b,txn_6e91a768a05f,txn_97c3fcd91154,txn_eea11f5dd5af,txn_ed5d5e839fe5,txn_05b906bcb288,txn_5f3b392e119f,txn_bf49a86e7ddb,txn_ea208b7e7bfb,txn_a5b42b9579bb,txn_2eb54f0091b0,txn_84334f37bdf8,txn_0762ab94ade4,txn_1d79c055b875,txn_8f1889bc5342,txn_9a87b086edf6,txn_e3b67b748096,txn_5cd20fb7f731,txn_598121c3ed83,txn_69a0d9bdc9e8,txn_d5f0191dba4c,txn_202e702885d2,txn_600551bee3a6,txn_b6c377fd754c,txn_eb2261fc868e,txn_4b28f3cdd542,txn_ba086157fe7e,txn_5df86fff6ec9,txn_650431eb24fb,txn_695593c4ad55,txn_041304d1bdb2,txn_f38d5e35365d,txn_b06f47af1b21,txn_c43093a3547a,txn_0ab8444e42be,txn_7faba4b630cf,txn_2da2586e407e,txn_754d3011c8fe,txn_06c06c4b5c4a"
atk_94cba7091721,scn_03b3c20d00f4,merchant_gift_card_001,merchant_ecosystem_abuse,gift_card_abuse,54,0.4256,0.7155,"txn_e1ef7e3f4fb9,txn_828ee6d83db7,txn_94d0a675e6b8,txn_73d5a6e91c58,txn_9892097e6435,txn_72dca1203930,txn_8c676d441f15,txn_be35c1530ec9,txn_be37c090db65,txn_22338b2f0a10,txn_a3b022c1fb80,txn_f9e8ae248f44,txn_2caf567bf0ce,txn_a250a7643f27,txn_2c1c255280d8,txn_7b8888429286,txn_f8994e0aab3a,txn_16b2203adba6,txn_ed348bea68ea,txn_91c8f82ab273,txn_a57419047d5c,txn_0148855acde8,txn_98311b21441d,txn_a9d3b4a5f15f,txn_42787b5de9b4,txn_61ee489fde2b,txn_7686d2732dbd,txn_945df8ccff57,txn_41c1a9cbb2ac,txn_207076a8adba,txn_b8715da73578,txn_274c01eed3b6,txn_a52f6dab6292,txn_c14911db7985,txn_90c63f37ea43,txn_bc0d3dafb617,txn_d00d0b5d93d6,txn_1b8c726c4767,txn_e6ac55179053,txn_8bae4bea5493,txn_977d8b1d205f,txn_343af0b6532c,txn_896c48a8fce6,txn_0617ad621249,txn_83a76d1740a4,txn_862b3e8e15f8,txn_0d5d4bf9acc3,txn_98a7d13dfec1"
atk_85aa72749f2a,scn_7b5c63fae7b9,merchant_mule_laundering_001,merchant_ecosystem_abuse,mule_laundering,55,0.8728,0.4407,"txn_cc0e62abf667,txn_e9a70b54c637,txn_f029fab05abe,txn_e14e648cedfc,txn_1850bf15cc20,txn_7a21d7a8691a,txn_9e7ba839b66f,txn_59253918e857,txn_8e644caa2fd1,txn_90104308c8b8,txn_3da4920ba86c,txn_c8da3f2414db,txn_761f32e71ce9,txn_efc88c3c57aa,txn_c88f4bc7cacd,txn_110291d596b3,txn_91efbc6addc2,txn_d50c2918eccc,txn_5b5c6a3dcc88,txn_d5f913d3f9b1,txn_9e26c6ed437f,txn_2042b64c223b,txn_a349cd8d29a4,txn_389a1c0a47bf,txn_334ec9375fcc,txn_0b200d405ea4,txn_a02029677b6f,txn_7668e639d06e,txn_951ccf8c4ff6,txn_4cd8f1cc93f9,txn_30b38e6c08f2,txn_d055de23f951,txn_4f75670bd59c,txn_ae3085481b8d,txn_f6fbbd4b2697,txn_f7ae5bf796f7,txn_2ddc5012df03,txn_820e980f1bef,txn_a696e6066236,txn_43cf9968ef56,txn_f13bb2916869,txn_fe60d424606d,txn_97a8f0a977ae,txn_4f5b1331d738,txn_f9440181f947,txn_eb2ca40ff7dc,txn_1b14760b9bb9,txn_6e1d44e6736c,txn_35d6b75515d5,txn_cf8bb9501cb7,txn_22816707055d,txn_fc48bbc9e10f,txn_c99a890ea2a9,txn_485b66606c01,txn_ba8ab519ec96,txn_3e0045ebec78,txn_47c7a32eaf56,txn_a06b3d530b30,txn_395549c2e157,txn_f517801177c3,txn_a4f69a681897,txn_0ede8e8556ba,txn_bef6c0327d3c,txn_842548771162,txn_63fb1770628c,txn_1518dc4259d9,txn_70b2f068eab3,txn_a347e6f706d8,txn_b2922619a2ef,txn_35e105180c05,txn_ff085ca2eb00,txn_7e999cbd5e0b,txn_a4792790f3f2,txn_178bcb7de7f1,txn_c8a5b534c2ab,txn_824ab5e8d56c,txn_698b323d9c26,txn_d16ffc1b8d18,txn_3ae3a5b3aff4,txn_68c1da3273b1,txn_44f72ef885f4,txn_4a73e94608f8,txn_0a708ff56bea,txn_dc2a67ac0e46,txn_3d93bb896807,txn_79106453c3ec,txn_bc926eb7c68b,txn_2fafcb5e3207,txn_bacbcfde8578,txn_c8b7825925e9,txn_8a12f867e1aa,txn_f803dbf04caf,txn_40401c026e58,txn_9f6ce4feef01,txn_7aa71ea0fa9e,txn_abb1b4d2de5d,txn_d29477ac73bd,txn_d0e6235730d8,txn_2bc4aeac551e,txn_aacdcdf02771,txn_aa604e957336,txn_80b141d687d4,txn_4d7d7838bd9e,txn_12ef294e61e6,txn_3d64f65bf1f8,txn_7e4ad5d79391,txn_8f376bedb477,txn_a8d1a6cb886c,txn_faafc8262c7c,txn_a60610a1dc7f,txn_203750e09f8b,txn_221ed8151922,txn_b0760aa5fea6,txn_fadc4c8e67c7,txn_318b54445d0c,txn_5bfbb43702b7,txn_b032b8b8f349,txn_ea9f35fa6e47,txn_5189d2527621,txn_12a03151ff1d,txn_41c19756797a,txn_91e64d4ec7a3,txn_c79bc60ec910,txn_94af83b98c72,txn_65967ca5ac06,txn_3e6c3bd32673,txn_c83e146c4879,txn_0c9b9deb820f,txn_4f50bd3587d9,txn_389258c1594d,txn_3f75f026951f,txn_917f3324a705,txn_9276eaa5f726"
atk_fe9382ddeabb,scn_365cce6b422b,merchant_seller_fraud_001,merchant_ecosystem_abuse,marketplace_seller_fraud,56,0.6579,0.7881,"txn_0fce7a74f863,txn_e9cdc15c2e15,txn_248232aa1774,txn_48c2c4caf70f,txn_8e2b8d502fe4,txn_9fa43c91e987,txn_5c89eda9e256,txn_c0583608cb04,txn_16c92d241605,txn_0096f6b21521,txn_9045c3d5ef70,txn_45a04b58f061,txn_b50f92e666da,txn_2447e41ced4b,txn_40cfeb38bcd7,txn_561639a9f48b,txn_390b076e89d5,txn_116da0f9e18d,txn_fbea06697c26,txn_bcc9c0103c4e,txn_8365a7d759f8,txn_f52343d37c30,txn_3ad5f1e10bae,txn_9ab62f17a78d,txn_28e836e3e664,txn_b3d170f7c9c5,txn_fb17be9bc336,txn_06b5eadbd8b4,txn_91daacac7860,txn_4b322320b1f7,txn_2f0e2056057d,txn_b2c283b3cad1,txn_7f9368dcdc7c,txn_9eaf5420a726,txn_c442634381c3,txn_3a8e59d14b18,txn_d8f95215d6b5,txn_93a6c1cb9686,txn_60c3505ce30a,txn_f482b16391a5,txn_13c7ae116979,txn_a4d2b6d649a3,txn_e477bb2f7fab,txn_2acbdf208e27,txn_1c267ff218c8,txn_a1b6799fc080,txn_c2dbb08ad9ec,txn_1625cf731c3f,txn_589bca867d73,txn_acb980b6c306,txn_84cd2b609c15,txn_ddd166c8cbf9,txn_5019741e835e,txn_587c2547bca5,txn_9f16fae56aea"
atk_699dbdb1a85b,scn_fad2b035e7f8,merchant_triangulation_001,merchant_ecosystem_abuse,triangulation_fraud,57,0.6743,0.467,"txn_3aaab333b734,txn_93392ff67a08,txn_cb9b1949ba2c,txn_0f26a288450e,txn_628d60b16a57,txn_aa0df04a2445,txn_d7bd2a674dc0,txn_78cee1007d56,txn_f8900162dbb1,txn_333610982de4,txn_2c8bdd67be3c,txn_d098d6e05f4b,txn_783b8dcd65aa,txn_30c2c024b5e1,txn_ab1e3def8564,txn_d6845b8c22e4,txn_8ddea89cf94a,txn_d1a55aeefd90,txn_4fd0df113931,txn_d27ddb910ae3,txn_b79171919e21,txn_beceb6ab38e6,txn_02f4472ed678,txn_262e62dd54f8,txn_61f22e676363,txn_d572aacba6ac,txn_b3a310662b9f,txn_9eaea5dfcf73,txn_e14f2c09513e,txn_bde6a6fd2433,txn_86573aca8f09,txn_a5deee660700,txn_e8953a80507e,txn_4ce198cd038d,txn_9d7c727ac1ba,txn_c8e8dc082e84,txn_4c0e656184dc,txn_ac0263e3589b,txn_14664ea2add2,txn_c5173b521ac8,txn_0d8c2dfe72b2,txn_5067a547f8aa"
atk_161d932569bf,scn_abbb00f9749d,post_alt_refund_001,post_transaction_abuse,alternative_refund_abuse,58,0.4631,0.7323,"txn_186bbf4edb1c,txn_5d2dde2284be,txn_d4f373cfa3de,txn_5da8cd52e2cf,txn_3b85068ce2f0,txn_5484b33f8325,txn_c4652e2bb8a6"
atk_ddc6eb825bae,scn_fadd45b4b421,post_chargeback_001,post_transaction_abuse,chargeback_fraud,59,0.863,0.5785,"txn_9ab452d8285c,txn_8720be363a04,txn_b948c687a1cc,txn_be9ef2225a15,txn_daad81eaf03c,txn_d641233a8b47,txn_7b6c16e2a81b,txn_0dcbf9ee4f0d,txn_9bd79af25c3d,txn_932d429f00da,txn_4af5a456e994,txn_2919882d629b,txn_0260b9674339,txn_69e0de96bc0d,txn_47f211997fb6,txn_0d375f888c1c,txn_5cb6b19d0481,txn_96a2cb9c001c"
atk_29758897a021,scn_5933422738b0,post_non_delivery_001,post_transaction_abuse,non_delivery_claim,60,0.6679,0.5731,"txn_3acc617e9aa0,txn_a405f8fa7805,txn_856c39cc0eef,txn_0cad8e5aff83,txn_fc51c1d8596d,txn_1bf2b7ab6e88,txn_e190e0b9a59c,txn_d42c81822f77,txn_15c7baaa6490,txn_5ec7ae453a66,txn_f2a650452429,txn_9848c468c779,txn_3b63c55893e0"
atk_d7c893fef5a6,scn_4c7a9c63d64f,post_refund_001,post_transaction_abuse,refund_fraud,61,0.6562,0.6478,"txn_e10c2332d115,txn_658d542919cc,txn_0729f3ce7c36,txn_5b78231e9ada,txn_9a9e68754313,txn_28b0cfce23e6,txn_eaab43fbf678,txn_797075d3f5db,txn_a2158366c3b1,txn_a9b1515bafed,txn_0442ec65396a"
atk_489f898fb5a6,scn_9df9f455d736,post_return_policy_001,post_transaction_abuse,return_policy_abuse,62,0.4452,0.8748,"txn_893115ff822b,txn_35ba0a44c80b,txn_277c61b8af72,txn_3713d99ac003,txn_76b41105e762,txn_e18757bcb0d6,txn_a304c35be5c8,txn_882c0b789bf1,txn_4031c1c7c958,txn_c1eb3d03a4cd,txn_bb64ca1166c3,txn_3dfd96a4dea8,txn_57dee63fedb5,txn_5f8fb93bbef2,txn_299de3fcbdce"
atk_9307dc2af633,scn_cf3d5ab47b25,social_ai_impersonation_001,social_engineering_payment_fraud,ai_impersonation,63,0.5117,0.7558,"txn_cd783cf68c7c,txn_8f9516fe0ae0,txn_92e2ad35706d,txn_68698af085a6,txn_48cafd8480dc,txn_6ad667141d26,txn_3a1ffae612eb"
atk_24d288c8676a,scn_3217309b2b9a,social_app_scam_001,social_engineering_payment_fraud,authorized_push_payment_scam,64,0.6966,0.7405,"txn_4010d7828739,txn_5a9e64f56a7b,txn_9727fc706252,txn_ea5436c45b66,txn_7129f6734152,txn_a03c6774bcfe,txn_f560ee71e71b,txn_f102009134ae,txn_4d2ea4547948,txn_f2881b1ff4dd,txn_01f8dac67e15"
atk_a1e3ea248605,scn_408cf678a447,social_bec_001,social_engineering_payment_fraud,business_email_compromise,65,0.5082,0.7452,"txn_7b0a12aede28,txn_e70d961eae50,txn_5eb80d06a5d8,txn_46f5544f9deb,txn_aeb827f45dab,txn_16f0bdd4cdbf,txn_600e128d4f82"
atk_cb03fb8dd22a,scn_b82573e74624,social_exec_impersonation_001,social_engineering_payment_fraud,executive_impersonation,66,0.589,0.5748,"txn_3a8c450f9b93,txn_8301463fcd53,txn_db7a0c23f38a,txn_55d93b8bbc32"
atk_dd0f230f768a,scn_7e58aa7bf769,social_vendor_reroute_001,social_engineering_payment_fraud,vendor_rerouting,67,0.7713,0.6262,"txn_a8884eafee3c,txn_f6af270084ef,txn_a04aef617eb4,txn_14f5e5500748,txn_851fbb6e5972,txn_efebd4cccf07,txn_fbfc8f7a7d06,txn_499dc28167ef"
