transaction_id,amount,risk_score,event_hour,billing_shipping_mismatch,customer_transaction_count,merchant_transaction_count,device_transaction_count,session_transaction_count,ip_transaction_count,customer_account_age_days,customer_historical_decline_rate,customer_historical_spend_mean,merchant_age_days,merchant_refund_rate,merchant_chargeback_rate,merchant_volume_growth_rate,device_ip_reputation_score,device_first_seen_days_ago,device_failed_login_count,label,attack_bucket,attack_subtype,currency_code,channel_code,rail_code,transaction_type_code,status_code,billing_country_code,shipping_country_code,merchant_category_code,payment_method_type_code,auth_result_code
txn_917948913213,20.82,0.1847,5,0,4,27,5,1,1,1411.0,0.033,92.23,4557.0,0.0435,0.0062,0.1021,0.0068,439.0,1.0,0,,,4,6,4,1,0,3,3,6,3,0
txn_5a748823564c,30.51,0.1136,6,0,4,27,5,1,4,1411.0,0.033,92.23,4951.0,0.0131,0.002,0.3476,0.0026,909.0,0.0,0,,,3,4,1,1,0,5,5,4,2,0
txn_ba500d83f947,122.29,0.211,2,0,4,27,5,1,1,1826.0,0.0246,102.71,349.0,0.0495,0.0138,0.1588,0.0026,909.0,0.0,0,,,4,8,3,1,0,5,5,3,0,0
txn_247601281e67,20.92,0.1913,3,0,4,27,5,1,2,1826.0,0.0246,102.71,3096.0,0.0229,0.0005,0.1666,0.0026,909.0,0.0,0,,,0,10,4,1,0,1,1,2,2,0
txn_ee2a1bca658d,26.06,0.0544,7,0,4,28,5,1,2,1826.0,0.0246,102.71,1761.0,0.0243,0.0052,0.066,0.0026,909.0,0.0,0,,,4,8,3,1,0,2,2,1,3,0
txn_775c9fd8ae76,29.45,0.0642,7,0,4,28,5,1,4,1826.0,0.0246,102.71,1599.0,0.0738,0.0026,0.1809,0.0026,909.0,0.0,0,,,2,6,3,1,0,3,3,3,0,0
txn_f24567c918e8,25.68,0.0833,2,0,4,28,5,1,1,2192.0,0.0611,276.7,936.0,0.0198,0.0118,0.0269,0.1502,1058.0,1.0,0,,,4,10,1,1,0,1,1,2,1,0
txn_c821c103346c,96.5,0.2139,2,0,4,28,5,1,6,2192.0,0.0611,276.7,983.0,0.0033,0.0042,0.3208,0.1502,1058.0,1.0,0,,,1,10,4,1,0,3,3,4,1,0
txn_29a289332c36,168.6,0.1251,5,0,4,28,5,1,3,2192.0,0.0611,276.7,1962.0,0.0102,0.0077,0.2298,0.1502,1058.0,1.0,0,,,4,4,4,1,0,0,0,2,2,0
txn_00b1384bc661,47.96,0.2006,8,0,4,28,5,1,6,2192.0,0.0611,276.7,1838.0,0.0263,0.0084,0.0979,0.1502,1058.0,1.0,0,,,1,4,3,1,0,2,2,2,2,0
txn_c13154d09aba,51.3,0.124,2,0,4,28,5,1,1,736.0,0.0473,47.02,4546.0,0.0468,0.0064,0.1401,0.1502,1058.0,1.0,0,,,1,6,3,1,0,2,2,0,1,0
txn_d57b99a8cc53,48.38,0.2066,6,0,4,28,5,1,1,736.0,0.0473,47.02,174.0,0.0307,0.0109,0.0235,0.1886,231.0,1.0,0,,,3,4,1,1,0,2,2,0,3,0
txn_8a990305aa8c,82.43,0.1758,1,0,4,28,5,1,5,736.0,0.0473,47.02,586.0,0.0254,0.011,0.2833,0.1886,231.0,1.0,0,,,2,10,4,1,0,3,3,0,1,0
txn_1f534183e6ad,25.19,0.2772,3,0,4,28,5,1,3,736.0,0.0473,47.02,4262.0,0.0649,0.0077,0.2657,0.1886,231.0,1.0,0,,,4,4,3,1,0,1,1,3,2,0
txn_d2e1c7881702,23.51,0.1328,4,0,4,28,5,1,3,2815.0,0.0236,31.49,1003.0,0.0577,0.0049,0.1719,0.1886,231.0,1.0,0,,,2,4,4,1,0,2,2,1,3,0
txn_f7e6768d6e91,52.3,0.2428,7,0,4,28,5,1,4,2815.0,0.0236,31.49,2775.0,0.025,0.0097,0.1734,0.1886,231.0,1.0,0,,,2,10,1,1,0,2,2,1,2,0
txn_991647e01c50,18.01,0.1388,12,0,4,28,5,1,3,2815.0,0.0236,31.49,3942.0,0.076,0.0025,0.0486,0.0252,950.0,1.0,0,,,4,10,4,1,0,5,5,2,1,0
txn_f42976b67a1b,17.58,0.2657,9,0,4,28,5,1,1,2815.0,0.0236,31.49,1181.0,0.0215,0.0061,0.2735,0.0252,950.0,1.0,0,,,0,6,3,1,0,3,3,1,0,0
txn_179aa9fecb46,16.49,0.0489,5,0,4,27,5,1,2,1716.0,0.0313,97.08,4557.0,0.0435,0.0062,0.1021,0.0252,950.0,1.0,0,,,4,4,1,1,0,0,0,2,0,0
txn_e07c6c345784,22.48,0.1013,7,0,4,27,5,1,1,1716.0,0.0313,97.08,4951.0,0.0131,0.002,0.3476,0.0252,950.0,1.0,0,,,1,10,4,1,0,4,4,1,1,0
txn_6c1bfd5b7231,156.28,0.1692,5,0,4,27,5,1,4,1716.0,0.0313,97.08,349.0,0.0495,0.0138,0.1588,0.0252,950.0,1.0,0,,,2,4,4,1,0,5,5,0,1,0
txn_41c6ade2a40b,50.58,0.0776,14,0,4,27,5,1,1,1716.0,0.0313,97.08,3096.0,0.0229,0.0005,0.1666,0.1947,871.0,0.0,0,,,0,8,1,1,0,2,2,3,0,0
txn_c2d2bdcb73eb,14.52,0.178,4,0,4,28,5,1,2,353.0,0.0411,198.57,1761.0,0.0243,0.0052,0.066,0.1947,871.0,0.0,0,,,1,8,1,1,0,0,0,2,2,0
txn_d3babd780366,49.41,0.1412,12,0,4,28,5,1,7,353.0,0.0411,198.57,1599.0,0.0738,0.0026,0.1809,0.1947,871.0,0.0,0,,,0,4,1,1,0,3,3,3,3,0
txn_312f251c7288,6.75,0.1627,15,0,4,28,5,1,2,353.0,0.0411,198.57,936.0,0.0198,0.0118,0.0269,0.1947,871.0,0.0,0,,,0,8,1,1,0,2,2,2,2,0
txn_4dcd5c5b4f5b,9.86,0.2112,11,0,4,28,5,1,5,353.0,0.0411,198.57,983.0,0.0033,0.0042,0.3208,0.1947,871.0,0.0,0,,,0,10,1,1,0,2,2,3,1,0
txn_1d6ba91f198a,42.39,0.0531,12,0,4,28,5,1,4,2201.0,0.0369,35.27,1962.0,0.0102,0.0077,0.2298,0.17,351.0,1.0,0,,,4,4,1,1,0,4,4,1,3,0
txn_a307a9b90fa0,26.44,0.1386,11,0,4,28,5,1,6,2201.0,0.0369,35.27,1838.0,0.0263,0.0084,0.0979,0.17,351.0,1.0,0,,,1,10,4,1,0,3,3,3,1,0
txn_d859b976d957,17.55,0.1627,2,0,4,28,5,1,5,2201.0,0.0369,35.27,4546.0,0.0468,0.0064,0.1401,0.17,351.0,1.0,0,,,2,10,1,1,0,1,1,2,0,0
txn_01e25959fded,21.46,0.255,2,0,4,28,5,1,4,2201.0,0.0369,35.27,174.0,0.0307,0.0109,0.0235,0.17,351.0,1.0,0,,,3,6,4,1,0,3,3,3,3,0
txn_06cdd8aa8d06,35.25,0.1264,7,0,4,28,5,1,1,403.0,0.0232,168.56,586.0,0.0254,0.011,0.2833,0.17,351.0,1.0,0,,,4,4,1,1,0,3,3,3,0,0
txn_d9e46eb30b54,8.99,0.0741,15,0,4,28,5,1,2,403.0,0.0232,168.56,4262.0,0.0649,0.0077,0.2657,0.0346,249.0,0.0,0,,,1,8,1,1,0,5,5,0,0,0
txn_52daf3084756,15.3,0.0614,6,0,4,28,5,1,3,403.0,0.0232,168.56,1003.0,0.0577,0.0049,0.1719,0.0346,249.0,0.0,0,,,1,6,3,1,0,3,3,0,1,0
txn_186666b133c9,15.08,0.17,16,0,4,28,5,1,3,403.0,0.0232,168.56,2775.0,0.025,0.0097,0.1734,0.0346,249.0,0.0,0,,,0,10,3,1,0,2,2,6,3,0
txn_626ea8ea3dbc,9.53,0.2097,6,0,4,28,5,1,3,1832.0,0.0489,210.77,3942.0,0.076,0.0025,0.0486,0.0346,249.0,0.0,0,,,1,4,3,1,0,2,2,0,1,0
txn_e4e65d53655e,22.65,0.2791,15,0,4,28,5,1,3,1832.0,0.0489,210.77,1181.0,0.0215,0.0061,0.2735,0.0346,249.0,0.0,0,,,3,6,1,1,0,0,0,3,0,0
txn_55f96b81db31,91.68,0.268,15,0,4,27,5,1,4,1832.0,0.0489,210.77,4557.0,0.0435,0.0062,0.1021,0.1559,1430.0,0.0,0,,,1,8,4,1,0,4,4,1,1,0
txn_cc3b2532dd56,16.07,0.0496,11,0,4,27,5,1,3,1832.0,0.0489,210.77,4951.0,0.0131,0.002,0.3476,0.1559,1430.0,0.0,0,,,3,10,3,1,0,3,3,0,0,0
txn_d422205dcfe9,79.7,0.2233,19,0,4,27,5,1,2,1659.0,0.0502,130.05,349.0,0.0495,0.0138,0.1588,0.1559,1430.0,0.0,0,,,1,8,4,1,0,5,5,5,2,0
txn_4126188cc2b1,44.04,0.2425,8,0,4,27,5,1,5,1659.0,0.0502,130.05,3096.0,0.0229,0.0005,0.1666,0.1559,1430.0,0.0,0,,,0,4,1,1,0,4,4,1,0,0
txn_18c95871a86d,15.06,0.2017,17,0,4,28,5,1,4,1659.0,0.0502,130.05,1761.0,0.0243,0.0052,0.066,0.1559,1430.0,0.0,0,,,3,4,1,1,0,0,0,0,3,0
txn_ba2dc718e9c9,32.57,0.212,19,0,4,28,5,1,3,1659.0,0.0502,130.05,1599.0,0.0738,0.0026,0.1809,0.0033,641.0,0.0,0,,,1,6,3,1,0,0,0,6,2,0
txn_c515096d7361,75.54,0.1139,19,0,4,28,5,1,4,2282.0,0.0184,106.24,936.0,0.0198,0.0118,0.0269,0.0033,641.0,0.0,0,,,2,4,1,1,0,3,3,2,0,0
txn_3a4065129c2c,69.98,0.2717,12,0,4,28,5,1,3,2282.0,0.0184,106.24,983.0,0.0033,0.0042,0.3208,0.0033,641.0,0.0,0,,,2,8,3,1,0,3,3,4,1,0
txn_465e778fdece,20.89,0.1366,15,0,4,28,5,1,2,2282.0,0.0184,106.24,1962.0,0.0102,0.0077,0.2298,0.0033,641.0,0.0,0,,,4,10,1,1,0,5,5,1,2,0
txn_ec60b8aa307c,39.4,0.059,16,0,4,28,5,1,3,2282.0,0.0184,106.24,1838.0,0.0263,0.0084,0.0979,0.0033,641.0,0.0,0,,,3,8,4,1,0,1,1,0,3,0
txn_2b1713ca7a82,34.54,0.2523,12,0,4,28,5,1,3,2996.0,0.0568,267.29,4546.0,0.0468,0.0064,0.1401,0.2001,534.0,1.0,0,,,0,4,3,1,0,0,0,5,3,0
txn_3debab9cd7df,34.48,0.0762,15,0,4,28,5,1,2,2996.0,0.0568,267.29,174.0,0.0307,0.0109,0.0235,0.2001,534.0,1.0,0,,,1,10,3,1,0,5,5,6,1,0
txn_3e2c458de003,28.04,0.1635,13,0,4,28,5,1,5,2996.0,0.0568,267.29,586.0,0.0254,0.011,0.2833,0.2001,534.0,1.0,0,,,0,10,3,1,0,2,2,6,0,0
txn_9c0e215391d2,70.78,0.0415,9,0,4,28,5,1,2,2996.0,0.0568,267.29,4262.0,0.0649,0.0077,0.2657,0.2001,534.0,1.0,0,,,2,8,1,1,0,2,2,3,1,0
txn_4c6522969cfd,6.42,0.2093,17,0,4,28,5,1,4,1470.0,0.0246,212.06,1003.0,0.0577,0.0049,0.1719,0.2001,534.0,1.0,0,,,4,4,4,1,0,2,2,5,3,0
txn_ea28de44bcf5,8.76,0.0473,3,0,4,28,5,1,2,1470.0,0.0246,212.06,2775.0,0.025,0.0097,0.1734,0.0723,237.0,1.0,0,,,4,10,4,1,0,5,5,2,3,0
txn_59fce9e95f2c,69.96,0.0767,16,0,4,28,5,1,3,1470.0,0.0246,212.06,3942.0,0.076,0.0025,0.0486,0.0723,237.0,1.0,0,,,0,8,4,1,0,1,1,6,3,0
txn_cf9ff32b920d,21.24,0.1339,18,0,4,28,5,1,2,1470.0,0.0246,212.06,1181.0,0.0215,0.0061,0.2735,0.0723,237.0,1.0,0,,,3,8,4,1,0,3,3,1,0,0
txn_f631ef3f55c2,35.29,0.0978,10,0,4,27,5,1,3,206.0,0.003,202.36,4557.0,0.0435,0.0062,0.1021,0.0723,237.0,1.0,0,,,0,8,3,1,0,5,5,3,3,0
txn_8ccedb43cc52,49.76,0.0646,10,0,4,27,5,1,3,206.0,0.003,202.36,4951.0,0.0131,0.002,0.3476,0.0723,237.0,1.0,0,,,4,10,3,1,0,1,1,1,1,0
txn_affbd4c9c276,18.02,0.2216,4,0,4,27,5,1,3,206.0,0.003,202.36,349.0,0.0495,0.0138,0.1588,0.1611,698.0,1.0,0,,,2,6,3,1,0,5,5,1,3,0
txn_feee4662f51c,80.75,0.0626,17,0,4,27,5,1,3,206.0,0.003,202.36,3096.0,0.0229,0.0005,0.1666,0.1611,698.0,1.0,0,,,0,4,4,1,0,4,4,0,3,0
txn_58a2fbf81de9,24.44,0.1992,6,0,4,28,5,1,1,1817.0,0.0413,66.93,1761.0,0.0243,0.0052,0.066,0.1611,698.0,1.0,0,,,4,10,3,1,0,4,4,3,2,0
txn_2b2d42a02389,6.15,0.185,7,0,4,28,5,1,4,1817.0,0.0413,66.93,1599.0,0.0738,0.0026,0.1809,0.1611,698.0,1.0,0,,,4,6,3,1,0,5,5,1,3,0
txn_4ab72c1c8182,58.85,0.2637,4,0,4,28,5,1,3,1817.0,0.0413,66.93,936.0,0.0198,0.0118,0.0269,0.1611,698.0,1.0,0,,,0,6,1,1,0,4,4,6,0,0
txn_a87726d6c876,41.52,0.1906,4,0,4,28,5,1,2,1817.0,0.0413,66.93,983.0,0.0033,0.0042,0.3208,0.0711,1133.0,1.0,0,,,0,4,1,1,0,1,1,1,1,0
txn_711ddcdb2e99,50.2,0.2794,1,0,4,28,5,1,1,217.0,0.0502,94.41,1962.0,0.0102,0.0077,0.2298,0.0711,1133.0,1.0,0,,,0,6,3,1,0,3,3,3,3,0
txn_08c6712f201f,6.09,0.2384,8,0,4,28,5,1,3,217.0,0.0502,94.41,1838.0,0.0263,0.0084,0.0979,0.0711,1133.0,1.0,0,,,4,10,4,1,0,4,4,3,0,0
txn_a3fb8db48b51,89.06,0.2233,3,0,4,28,5,1,2,217.0,0.0502,94.41,4546.0,0.0468,0.0064,0.1401,0.0711,1133.0,1.0,0,,,4,6,4,1,0,2,2,1,0,0
txn_c69b3c0dd735,26.01,0.1149,1,0,4,28,5,1,3,217.0,0.0502,94.41,174.0,0.0307,0.0109,0.0235,0.0711,1133.0,1.0,0,,,3,8,1,1,0,1,1,4,0,0
txn_05a066a2f9ba,248.04,0.2052,14,0,4,28,5,1,3,1095.0,0.0558,104.48,586.0,0.0254,0.011,0.2833,0.0271,631.0,1.0,0,,,0,4,1,1,0,0,0,1,1,0
txn_177405a51d6b,92.7,0.2079,10,0,4,28,5,1,4,1095.0,0.0558,104.48,4262.0,0.0649,0.0077,0.2657,0.0271,631.0,1.0,0,,,4,6,1,1,0,5,5,1,2,0
txn_83764358940a,5.42,0.0399,10,0,4,28,5,1,1,1095.0,0.0558,104.48,1003.0,0.0577,0.0049,0.1719,0.0271,631.0,1.0,0,,,0,10,1,1,0,5,5,1,0,0
txn_70db3b0a6af4,6.66,0.2379,10,0,4,28,5,1,2,1095.0,0.0558,104.48,2775.0,0.025,0.0097,0.1734,0.0271,631.0,1.0,0,,,2,4,3,1,0,2,2,6,1,0
txn_5d22b555e397,33.88,0.0794,15,0,4,28,5,1,3,145.0,0.0125,240.31,3942.0,0.076,0.0025,0.0486,0.0271,631.0,1.0,0,,,0,10,1,1,0,3,3,1,3,0
txn_7cd1b8f35696,27.74,0.2123,7,0,4,28,5,1,2,145.0,0.0125,240.31,1181.0,0.0215,0.0061,0.2735,0.0219,1458.0,1.0,0,,,4,10,1,1,0,4,4,4,3,0
txn_0e213b5d9231,26.0,0.0584,10,0,4,27,5,1,2,145.0,0.0125,240.31,4557.0,0.0435,0.0062,0.1021,0.0219,1458.0,1.0,0,,,1,4,1,1,0,2,2,3,1,0
txn_2c237d6568dc,38.38,0.2204,3,0,4,27,5,1,6,145.0,0.0125,240.31,4951.0,0.0131,0.002,0.3476,0.0219,1458.0,1.0,0,,,4,8,4,1,0,5,5,0,1,0
txn_11614eb9963d,48.93,0.1943,16,0,4,27,5,1,3,1516.0,0.0344,140.25,349.0,0.0495,0.0138,0.1588,0.0219,1458.0,1.0,0,,,1,8,1,1,0,2,2,4,2,0
txn_93ea54b814fb,18.08,0.2169,10,0,4,27,5,1,2,1516.0,0.0344,140.25,3096.0,0.0229,0.0005,0.1666,0.0219,1458.0,1.0,0,,,0,6,4,1,0,0,0,5,1,0
txn_f8ffb49d6b6b,4.25,0.2039,6,0,4,28,5,1,3,1516.0,0.0344,140.25,1761.0,0.0243,0.0052,0.066,0.2146,1082.0,0.0,0,,,4,10,1,1,0,5,5,6,1,0
txn_0b56a104eb28,14.28,0.0395,7,0,4,28,5,1,3,1516.0,0.0344,140.25,1599.0,0.0738,0.0026,0.1809,0.2146,1082.0,0.0,0,,,0,6,3,1,0,1,1,5,1,0
txn_5ca2522836bf,53.41,0.2027,9,0,4,28,5,1,3,1824.0,0.0251,69.76,936.0,0.0198,0.0118,0.0269,0.2146,1082.0,0.0,0,,,1,6,3,1,0,0,0,0,0,0
txn_ea06e3733748,31.3,0.0873,21,0,4,28,5,1,3,1824.0,0.0251,69.76,983.0,0.0033,0.0042,0.3208,0.2146,1082.0,0.0,0,,,3,4,4,1,0,0,0,6,3,0
txn_87d7fc7a12d6,75.83,0.0518,2,0,4,28,5,1,5,1824.0,0.0251,69.76,1962.0,0.0102,0.0077,0.2298,0.2146,1082.0,0.0,0,,,3,10,3,1,0,2,2,4,3,0
txn_dcaff1485ffa,61.95,0.1637,4,0,4,28,5,1,3,1824.0,0.0251,69.76,1838.0,0.0263,0.0084,0.0979,0.1681,270.0,0.0,0,,,0,6,3,1,0,3,3,4,3,0
txn_327b71b5905f,20.9,0.1711,4,0,4,28,5,1,3,1452.0,0.0125,215.77,4546.0,0.0468,0.0064,0.1401,0.1681,270.0,0.0,0,,,1,6,4,1,0,4,4,0,2,0
txn_c88943d62494,44.88,0.2726,8,0,4,28,5,1,5,1452.0,0.0125,215.77,174.0,0.0307,0.0109,0.0235,0.1681,270.0,0.0,0,,,4,6,1,1,0,1,1,5,2,0
txn_27c2ff9d95f6,76.44,0.1047,3,0,4,28,5,1,5,1452.0,0.0125,215.77,586.0,0.0254,0.011,0.2833,0.1681,270.0,0.0,0,,,3,10,3,1,0,3,3,3,2,0
txn_0ced9dba2aa4,112.86,0.2584,4,0,4,28,5,1,4,1452.0,0.0125,215.77,4262.0,0.0649,0.0077,0.2657,0.1681,270.0,0.0,0,,,1,10,1,1,0,0,0,2,1,0
txn_ec0ef7b0804d,43.53,0.2476,10,0,4,28,5,1,2,1497.0,0.019,274.3,1003.0,0.0577,0.0049,0.1719,0.1745,976.0,1.0,0,,,2,8,3,1,0,1,1,5,2,0
txn_f562373ead80,27.13,0.2667,16,0,4,28,5,1,7,1497.0,0.019,274.3,2775.0,0.025,0.0097,0.1734,0.1745,976.0,1.0,0,,,0,8,3,1,0,2,2,5,1,0
txn_3c270eeb394f,16.32,0.206,15,0,4,28,5,1,6,1497.0,0.019,274.3,3942.0,0.076,0.0025,0.0486,0.1745,976.0,1.0,0,,,2,4,4,1,0,5,5,3,2,0
txn_42d100c241c9,15.36,0.1545,17,0,4,28,5,1,3,1497.0,0.019,274.3,1181.0,0.0215,0.0061,0.2735,0.1745,976.0,1.0,0,,,2,8,1,1,0,3,3,4,2,0
txn_a6579141622d,102.05,0.1212,5,0,4,27,5,1,2,616.0,0.0322,152.31,4557.0,0.0435,0.0062,0.1021,0.1745,976.0,1.0,0,,,3,10,1,1,0,3,3,3,0,0
txn_7dffba2975e5,5.88,0.115,16,0,4,27,5,1,3,616.0,0.0322,152.31,4951.0,0.0131,0.002,0.3476,0.1387,1254.0,0.0,0,,,4,4,3,1,0,4,4,4,0,0
txn_31b6fe64b67b,123.57,0.1887,2,0,4,27,5,1,3,616.0,0.0322,152.31,349.0,0.0495,0.0138,0.1588,0.1387,1254.0,0.0,0,,,4,10,3,1,0,0,0,5,1,0
txn_a969dda32da6,11.12,0.2606,0,0,4,27,5,1,1,616.0,0.0322,152.31,3096.0,0.0229,0.0005,0.1666,0.1387,1254.0,0.0,0,,,2,8,3,1,0,4,4,4,0,0
txn_69169ea1ca1b,19.22,0.2073,21,0,4,28,5,1,3,350.0,0.0152,187.74,1761.0,0.0243,0.0052,0.066,0.1387,1254.0,0.0,0,,,3,4,1,1,0,0,0,5,3,0
txn_9e55f4d2b8c7,39.1,0.1983,19,0,4,28,5,1,2,350.0,0.0152,187.74,1599.0,0.0738,0.0026,0.1809,0.1387,1254.0,0.0,0,,,1,8,3,1,0,2,2,3,0,0
txn_f10272505739,23.0,0.2023,11,0,4,28,5,1,6,350.0,0.0152,187.74,936.0,0.0198,0.0118,0.0269,0.1276,269.0,0.0,0,,,1,10,3,1,0,1,1,3,3,0
txn_62f2ca195648,3.42,0.0772,7,0,4,28,5,1,5,350.0,0.0152,187.74,983.0,0.0033,0.0042,0.3208,0.1276,269.0,0.0,0,,,1,4,4,1,0,0,0,1,1,0
txn_6aaa5146af4d,15.64,0.0858,11,0,4,28,5,1,2,37.0,0.0004,121.66,1962.0,0.0102,0.0077,0.2298,0.1276,269.0,0.0,0,,,4,6,4,1,0,3,3,5,2,0
txn_7a22c2ae4a98,20.37,0.1457,11,0,4,28,5,1,2,37.0,0.0004,121.66,1838.0,0.0263,0.0084,0.0979,0.1276,269.0,0.0,0,,,2,10,4,1,0,0,0,2,3,0
txn_419379023fa3,31.57,0.2395,0,0,4,28,5,1,3,37.0,0.0004,121.66,4546.0,0.0468,0.0064,0.1401,0.1276,269.0,0.0,0,,,4,8,4,1,0,5,5,0,1,0
txn_2dec21995144,28.94,0.1066,18,0,4,28,5,1,1,37.0,0.0004,121.66,174.0,0.0307,0.0109,0.0235,0.016,715.0,0.0,0,,,2,10,1,1,0,0,0,6,1,0
txn_b9af4a940857,51.54,0.057,12,0,4,28,5,1,6,456.0,0.0079,121.17,586.0,0.0254,0.011,0.2833,0.016,715.0,0.0,0,,,3,4,3,1,0,4,4,0,1,0
txn_9f8b1a6e0414,54.91,0.1911,0,0,4,28,5,1,7,456.0,0.0079,121.17,4262.0,0.0649,0.0077,0.2657,0.016,715.0,0.0,0,,,2,4,4,1,0,0,0,1,1,0
txn_41e2b8d02da1,16.43,0.0933,11,0,4,28,5,1,5,456.0,0.0079,121.17,1003.0,0.0577,0.0049,0.1719,0.016,715.0,0.0,0,,,3,8,1,1,0,4,4,3,2,0
txn_8a8dfca1103d,14.12,0.0368,9,0,4,28,5,1,2,456.0,0.0079,121.17,2775.0,0.025,0.0097,0.1734,0.016,715.0,0.0,0,,,4,10,4,1,0,5,5,3,0,0
txn_3aa9821a5317,22.39,0.0832,0,0,4,28,5,1,2,2673.0,0.0521,242.86,3942.0,0.076,0.0025,0.0486,0.1933,1440.0,0.0,0,,,4,8,3,1,0,5,5,4,0,0
txn_4fd6e58e7bec,14.71,0.0917,22,0,4,28,5,1,2,2673.0,0.0521,242.86,1181.0,0.0215,0.0061,0.2735,0.1933,1440.0,0.0,0,,,1,6,3,1,0,1,1,1,0,0
txn_07f143219e24,17.69,0.1324,0,0,4,27,5,1,2,2673.0,0.0521,242.86,4557.0,0.0435,0.0062,0.1021,0.1933,1440.0,0.0,0,,,4,10,3,1,0,0,0,3,1,0
txn_a5871b53dcdd,39.2,0.2528,1,0,4,27,5,1,3,2673.0,0.0521,242.86,4951.0,0.0131,0.002,0.3476,0.1933,1440.0,0.0,0,,,1,8,3,1,0,5,5,5,1,0
txn_2ce943aaea98,54.82,0.266,23,0,4,27,5,1,2,1855.0,0.023,272.77,349.0,0.0495,0.0138,0.1588,0.1933,1440.0,0.0,0,,,2,6,4,1,0,4,4,5,1,0
txn_539a70229451,36.3,0.2335,11,0,4,27,5,1,4,1855.0,0.023,272.77,3096.0,0.0229,0.0005,0.1666,0.0821,952.0,1.0,0,,,2,8,3,1,0,5,5,4,2,0
txn_eae9f8af9687,30.59,0.2391,9,0,4,28,5,1,2,1855.0,0.023,272.77,1761.0,0.0243,0.0052,0.066,0.0821,952.0,1.0,0,,,1,10,1,1,0,1,1,1,3,0
txn_89bc9603849b,83.29,0.1892,20,0,4,28,5,1,1,1855.0,0.023,272.77,1599.0,0.0738,0.0026,0.1809,0.0821,952.0,1.0,0,,,2,8,1,1,0,4,4,2,0,0
