transaction_id,amount,risk_score,event_hour,billing_shipping_mismatch,customer_transaction_count,merchant_transaction_count,device_transaction_count,session_transaction_count,ip_transaction_count,customer_account_age_days,customer_historical_decline_rate,customer_historical_spend_mean,merchant_age_days,merchant_refund_rate,merchant_chargeback_rate,merchant_volume_growth_rate,device_ip_reputation_score,device_first_seen_days_ago,device_failed_login_count,label,attack_bucket,attack_subtype,currency_code,channel_code,rail_code,transaction_type_code,status_code,billing_country_code,shipping_country_code,merchant_category_code,payment_method_type_code,auth_result_code
txn_2ed3d0fc7dc0,68.24,0.0774,2,0,4,5,5,1,1,1595.0,0.0523,253.25,2678.0,0.0255,0.0014,0.0498,0.0213,772.0,0.0,0,,,1,6,4,1,0,0,0,0,0,0
txn_ecd7289f56b5,27.23,0.1269,5,0,4,5,5,1,1,1595.0,0.0523,253.25,868.0,0.0001,0.0031,0.0515,0.1354,870.0,1.0,0,,,4,10,4,1,0,5,5,6,0,0
txn_4d5695146b88,8.36,0.1285,1,0,4,5,5,1,1,2413.0,0.0016,267.79,3018.0,0.0028,0.0009,0.1856,0.1354,870.0,1.0,0,,,0,4,3,1,0,5,5,6,3,0
txn_ab2990e14cf7,37.97,0.2577,3,0,4,5,5,1,3,2413.0,0.0016,267.79,1124.0,0.0616,0.0121,0.2855,0.1354,870.0,1.0,0,,,0,6,1,1,0,5,5,0,1,0
txn_d6117e738560,10.05,0.0966,3,0,4,6,5,1,2,2413.0,0.0016,267.79,3691.0,0.0688,0.0012,0.0475,0.1354,870.0,1.0,0,,,3,6,3,1,0,2,2,4,1,0
txn_02391a3681ba,79.37,0.1722,3,0,4,6,5,1,2,2413.0,0.0016,267.79,4680.0,0.0205,0.0016,0.1859,0.1354,870.0,1.0,0,,,4,8,4,1,0,0,0,2,0,0
txn_1780adb80b14,22.62,0.1719,4,0,4,6,5,1,1,2613.0,0.0769,218.76,3151.0,0.0306,0.0053,0.2746,0.0281,115.0,0.0,0,,,1,8,4,1,0,5,5,1,2,0
txn_0b1092f4c253,12.69,0.2429,3,0,4,6,5,1,1,2613.0,0.0769,218.76,2276.0,0.0341,0.0034,0.3439,0.0281,115.0,0.0,0,,,1,6,4,1,0,3,3,0,3,0
txn_4b6bdbc073e8,68.97,0.1885,5,0,4,6,5,1,2,2613.0,0.0769,218.76,1098.0,0.0504,0.0131,0.1397,0.0281,115.0,0.0,0,,,1,4,4,1,0,2,2,2,2,0
txn_89d9529b3605,35.1,0.1141,3,0,4,6,5,1,2,2613.0,0.0769,218.76,4512.0,0.0445,0.0131,0.1943,0.0281,115.0,0.0,0,,,0,10,4,1,0,2,2,4,2,0
txn_031400b7772d,30.58,0.2152,8,0,4,6,5,1,1,1694.0,0.0342,91.51,3131.0,0.0101,0.0059,0.3459,0.0281,115.0,0.0,0,,,4,8,1,1,0,5,5,0,1,0
txn_43c73fe4cffc,16.87,0.1261,4,0,4,6,5,1,1,1694.0,0.0342,91.51,4867.0,0.0361,0.0083,0.1148,0.1311,365.0,0.0,0,,,2,8,4,1,0,3,3,4,0,0
txn_dc4f815fa44d,50.26,0.1515,9,0,4,6,5,1,1,1694.0,0.0342,91.51,4963.0,0.0729,0.0065,0.2005,0.1311,365.0,0.0,0,,,0,6,1,1,0,2,2,4,0,0
txn_2cdf8fa59ae4,50.86,0.159,7,0,4,6,5,1,1,1694.0,0.0342,91.51,2906.0,0.0184,0.0029,0.2758,0.1311,365.0,0.0,0,,,3,8,3,1,0,1,1,6,2,0
txn_ce2f4be2956a,31.89,0.2597,10,0,4,5,5,1,1,2666.0,0.0419,138.74,329.0,0.0519,0.0038,0.174,0.1311,365.0,0.0,0,,,4,6,3,1,0,1,1,0,2,0
txn_8aef485aa5e6,42.17,0.0493,6,0,4,5,5,1,1,2666.0,0.0419,138.74,4612.0,0.0154,0.0027,0.2607,0.1311,365.0,0.0,0,,,0,4,3,1,0,1,1,5,0,0
txn_907612d35828,6.45,0.0535,11,0,4,5,5,1,2,2666.0,0.0419,138.74,1900.0,0.0741,0.0049,0.3378,0.0438,867.0,0.0,0,,,4,8,1,1,0,2,2,0,3,0
txn_ae74012b61ac,49.86,0.2694,7,0,4,5,5,1,1,2666.0,0.0419,138.74,3152.0,0.0631,0.0053,0.0939,0.0438,867.0,0.0,0,,,1,6,3,1,0,0,0,0,3,0
txn_b20f5e7fc5fd,36.48,0.1146,6,0,4,5,5,1,1,887.0,0.0054,62.25,2678.0,0.0255,0.0014,0.0498,0.0438,867.0,0.0,0,,,2,10,4,1,0,1,1,2,2,0
txn_099c81e1c1be,65.21,0.1361,2,0,4,5,5,1,2,887.0,0.0054,62.25,868.0,0.0001,0.0031,0.0515,0.0438,867.0,0.0,0,,,3,6,1,1,0,2,2,0,0,0
txn_315dce9a50e0,149.21,0.1597,10,0,4,5,5,1,2,887.0,0.0054,62.25,3018.0,0.0028,0.0009,0.1856,0.0438,867.0,0.0,0,,,2,4,3,1,0,5,5,6,2,0
txn_a972243e0df4,33.56,0.208,2,0,4,5,5,1,1,887.0,0.0054,62.25,1124.0,0.0616,0.0121,0.2855,0.062,574.0,1.0,0,,,4,8,1,1,0,5,5,5,2,0
txn_67cf418a3bef,17.87,0.0219,11,0,4,6,5,1,1,2803.0,0.059,121.11,3691.0,0.0688,0.0012,0.0475,0.062,574.0,1.0,0,,,2,8,1,1,0,5,5,1,2,0
txn_ab3a5640bb73,13.59,0.0831,15,0,4,6,5,1,1,2803.0,0.059,121.11,4680.0,0.0205,0.0016,0.1859,0.062,574.0,1.0,0,,,2,4,1,1,0,2,2,2,0,0
txn_dca99dffa65f,44.55,0.0892,9,0,4,6,5,1,2,2803.0,0.059,121.11,3151.0,0.0306,0.0053,0.2746,0.062,574.0,1.0,0,,,3,4,1,1,0,1,1,0,1,0
txn_cdbe10d9de43,19.0,0.0765,13,0,4,6,5,1,1,2803.0,0.059,121.11,2276.0,0.0341,0.0034,0.3439,0.062,574.0,1.0,0,,,0,8,3,1,0,5,5,5,3,0
txn_acc6cf380f14,12.67,0.2733,3,0,4,6,5,1,3,519.0,0.008,155.22,1098.0,0.0504,0.0131,0.1397,0.1992,214.0,0.0,0,,,0,4,4,1,0,2,2,4,1,0
txn_2a2026ed0c42,16.95,0.0604,14,0,4,6,5,1,1,519.0,0.008,155.22,4512.0,0.0445,0.0131,0.1943,0.1992,214.0,0.0,0,,,4,4,1,1,0,0,0,0,3,0
txn_082e270675fa,18.52,0.1477,9,0,4,6,5,1,1,519.0,0.008,155.22,3131.0,0.0101,0.0059,0.3459,0.1992,214.0,0.0,0,,,3,10,4,1,0,2,2,5,0,0
txn_9d2729097b8b,36.04,0.1452,8,0,4,6,5,1,1,519.0,0.008,155.22,4867.0,0.0361,0.0083,0.1148,0.1992,214.0,0.0,0,,,4,6,3,1,0,2,2,3,0,0
txn_82a2d0381c35,17.23,0.1417,14,0,4,6,5,1,1,2891.0,0.0237,154.41,4963.0,0.0729,0.0065,0.2005,0.1992,214.0,0.0,0,,,0,10,1,1,0,0,0,4,3,0
txn_3cb1b2f5d7c7,78.06,0.1081,13,0,4,6,5,1,1,2891.0,0.0237,154.41,2906.0,0.0184,0.0029,0.2758,0.1469,1442.0,0.0,0,,,4,8,3,1,0,0,0,1,3,0
txn_f41e6ac37f2c,10.01,0.0784,6,0,4,5,5,1,2,2891.0,0.0237,154.41,329.0,0.0519,0.0038,0.174,0.1469,1442.0,0.0,0,,,2,4,4,1,0,5,5,6,2,0
txn_9b0ef3df74aa,81.47,0.0982,5,0,4,5,5,1,1,2891.0,0.0237,154.41,4612.0,0.0154,0.0027,0.2607,0.1469,1442.0,0.0,0,,,0,8,4,1,0,3,3,4,3,0
txn_6d619c00f4dd,96.79,0.1864,4,0,4,5,5,1,2,1868.0,0.0249,131.9,1900.0,0.0741,0.0049,0.3378,0.1469,1442.0,0.0,0,,,0,8,3,1,0,5,5,3,0,0
txn_478e921a7d59,13.79,0.1785,13,0,4,5,5,1,3,1868.0,0.0249,131.9,3152.0,0.0631,0.0053,0.0939,0.1469,1442.0,0.0,0,,,2,6,1,1,0,4,4,6,1,0
txn_48745f18eb8d,42.88,0.157,6,0,4,5,5,1,2,1868.0,0.0249,131.9,2678.0,0.0255,0.0014,0.0498,0.0688,276.0,0.0,0,,,4,6,4,1,0,2,2,5,3,0
txn_fe384264e25d,44.11,0.1951,5,0,4,5,5,1,1,1868.0,0.0249,131.9,868.0,0.0001,0.0031,0.0515,0.0688,276.0,0.0,0,,,3,4,3,1,0,1,1,6,2,0
txn_d7101213c48c,63.24,0.2237,3,0,4,5,5,1,1,2376.0,0.0556,181.71,3018.0,0.0028,0.0009,0.1856,0.0688,276.0,0.0,0,,,1,4,1,1,0,4,4,6,2,0
txn_b88c14fa1454,33.45,0.1488,4,0,4,5,5,1,1,2376.0,0.0556,181.71,1124.0,0.0616,0.0121,0.2855,0.0688,276.0,0.0,0,,,1,6,4,1,0,5,5,1,0,0
txn_7d1e90c0f984,27.71,0.2144,11,0,4,6,5,1,1,2376.0,0.0556,181.71,3691.0,0.0688,0.0012,0.0475,0.0688,276.0,0.0,0,,,2,10,1,1,0,0,0,5,2,0
txn_bab68c251891,27.49,0.0672,3,0,4,6,5,1,2,2376.0,0.0556,181.71,4680.0,0.0205,0.0016,0.1859,0.1876,1333.0,1.0,0,,,1,6,1,1,0,3,3,6,0,0
txn_480a7f996c60,26.89,0.2665,4,0,4,6,5,1,1,1541.0,0.0179,203.47,3151.0,0.0306,0.0053,0.2746,0.1876,1333.0,1.0,0,,,0,4,4,1,0,2,2,2,1,0
txn_1c32a7ef5741,21.02,0.2215,23,0,4,6,5,1,2,1541.0,0.0179,203.47,2276.0,0.0341,0.0034,0.3439,0.1876,1333.0,1.0,0,,,2,8,4,1,0,4,4,1,2,0
txn_3eb833c74b8d,13.32,0.099,5,0,4,6,5,1,1,1541.0,0.0179,203.47,1098.0,0.0504,0.0131,0.1397,0.1876,1333.0,1.0,0,,,3,10,3,1,0,0,0,0,3,0
txn_5851cbbdf164,103.5,0.0337,6,0,4,6,5,1,1,1541.0,0.0179,203.47,4512.0,0.0445,0.0131,0.1943,0.1876,1333.0,1.0,0,,,4,4,3,1,0,3,3,1,0,0
txn_93447565e4e6,21.58,0.1904,20,0,4,6,5,1,1,178.0,0.0243,257.45,3131.0,0.0101,0.0059,0.3459,0.2221,931.0,1.0,0,,,4,8,4,1,0,5,5,3,1,0
txn_8ea1c50fbb08,40.04,0.1564,23,0,4,6,5,1,1,178.0,0.0243,257.45,4867.0,0.0361,0.0083,0.1148,0.2221,931.0,1.0,0,,,2,8,3,1,0,5,5,6,2,0
txn_862108978f40,9.51,0.0975,14,0,4,6,5,1,1,178.0,0.0243,257.45,4963.0,0.0729,0.0065,0.2005,0.2221,931.0,1.0,0,,,1,4,3,1,0,0,0,6,1,0
txn_a9a1a31d1c14,22.39,0.2075,17,0,4,6,5,1,1,178.0,0.0243,257.45,2906.0,0.0184,0.0029,0.2758,0.2221,931.0,1.0,0,,,3,4,3,1,0,4,4,6,1,0
txn_34dc9eea5b55,129.16,0.2716,10,0,4,5,5,1,2,2826.0,0.008,34.34,329.0,0.0519,0.0038,0.174,0.2221,931.0,1.0,0,,,4,10,1,1,0,2,2,2,0,0
txn_4ab94811a138,15.1,0.1072,8,0,4,5,5,1,2,2826.0,0.008,34.34,4612.0,0.0154,0.0027,0.2607,0.2398,104.0,1.0,0,,,0,10,4,1,0,0,0,6,1,0
txn_a2c0cdeb59f3,30.09,0.2163,23,0,4,5,5,1,2,2826.0,0.008,34.34,1900.0,0.0741,0.0049,0.3378,0.2398,104.0,1.0,0,,,4,8,4,1,0,3,3,0,1,0
txn_9194f000ab54,38.41,0.2327,7,0,4,5,5,1,1,2826.0,0.008,34.34,3152.0,0.0631,0.0053,0.0939,0.2398,104.0,1.0,0,,,4,4,4,1,0,2,2,3,1,0
txn_adff3efbba66,33.86,0.1768,6,0,4,5,5,1,2,1427.0,0.0702,41.8,2678.0,0.0255,0.0014,0.0498,0.2398,104.0,1.0,0,,,4,10,3,1,0,4,4,4,0,0
txn_a2114d7ec5f2,25.45,0.0359,5,0,4,5,5,1,2,1427.0,0.0702,41.8,868.0,0.0001,0.0031,0.0515,0.2398,104.0,1.0,0,,,1,8,4,1,0,4,4,0,1,0
txn_dad14ea6e171,27.27,0.0441,1,0,4,5,5,1,1,1427.0,0.0702,41.8,3018.0,0.0028,0.0009,0.1856,0.1763,617.0,1.0,0,,,0,6,4,1,0,1,1,4,2,0
txn_dbfddd8ca385,47.15,0.2427,16,0,4,5,5,1,3,1427.0,0.0702,41.8,1124.0,0.0616,0.0121,0.2855,0.1763,617.0,1.0,0,,,0,6,4,1,0,2,2,0,3,0
txn_0a374c05b30f,32.23,0.2473,3,0,4,6,5,1,1,48.0,0.0536,219.41,3691.0,0.0688,0.0012,0.0475,0.1763,617.0,1.0,0,,,0,6,4,1,0,1,1,4,3,0
txn_b2fdbafd4617,18.59,0.0602,10,0,4,6,5,1,1,48.0,0.0536,219.41,4680.0,0.0205,0.0016,0.1859,0.1763,617.0,1.0,0,,,0,8,3,1,0,1,1,4,0,0
txn_275fe21d3ef5,24.3,0.2052,18,0,4,6,5,1,3,48.0,0.0536,219.41,3151.0,0.0306,0.0053,0.2746,0.1763,617.0,1.0,0,,,1,4,3,1,0,0,0,5,3,0
txn_c70d96432886,25.66,0.1152,12,0,4,6,5,1,3,48.0,0.0536,219.41,2276.0,0.0341,0.0034,0.3439,0.1971,936.0,1.0,0,,,0,6,3,1,0,3,3,5,1,0
txn_46dd6b708590,19.51,0.1814,8,0,4,6,5,1,1,1598.0,0.0263,46.33,1098.0,0.0504,0.0131,0.1397,0.1971,936.0,1.0,0,,,0,6,4,1,0,3,3,0,3,0
txn_7d4060d2a46d,22.11,0.2677,8,0,4,6,5,1,1,1598.0,0.0263,46.33,4512.0,0.0445,0.0131,0.1943,0.1971,936.0,1.0,0,,,2,6,1,1,0,4,4,1,3,0
txn_48bb86bc91cc,8.81,0.0634,6,0,4,6,5,1,2,1598.0,0.0263,46.33,3131.0,0.0101,0.0059,0.3459,0.1971,936.0,1.0,0,,,1,4,4,1,0,0,0,6,2,0
txn_2c8689182d34,7.35,0.2172,23,0,4,6,5,1,1,1598.0,0.0263,46.33,4867.0,0.0361,0.0083,0.1148,0.1971,936.0,1.0,0,,,1,4,4,1,0,5,5,0,2,0
txn_9f0a228af487,4.55,0.1435,8,0,4,6,5,1,1,711.0,0.0539,192.75,4963.0,0.0729,0.0065,0.2005,0.1149,132.0,1.0,0,,,2,4,4,1,0,3,3,2,1,0
txn_4d71504aaaec,22.1,0.0513,3,0,4,6,5,1,1,711.0,0.0539,192.75,2906.0,0.0184,0.0029,0.2758,0.1149,132.0,1.0,0,,,0,6,4,1,0,1,1,5,1,0
txn_dae7e40f2b36,14.17,0.0604,8,0,4,5,5,1,1,711.0,0.0539,192.75,329.0,0.0519,0.0038,0.174,0.1149,132.0,1.0,0,,,0,10,1,1,0,4,4,5,3,0
txn_bcc0a6b11398,45.92,0.2018,6,0,4,5,5,1,1,711.0,0.0539,192.75,4612.0,0.0154,0.0027,0.2607,0.1149,132.0,1.0,0,,,3,10,1,1,0,2,2,0,3,0
txn_b77d671e113d,20.22,0.1379,5,0,4,5,5,1,1,1854.0,0.0438,98.04,1900.0,0.0741,0.0049,0.3378,0.1149,132.0,1.0,0,,,3,8,4,1,0,5,5,4,1,0
txn_f2ead96063cf,97.81,0.1997,11,0,4,5,5,1,1,1854.0,0.0438,98.04,3152.0,0.0631,0.0053,0.0939,0.0479,1023.0,0.0,0,,,3,10,4,1,0,0,0,1,2,0
txn_d8f95e5a2ec3,15.46,0.26,14,0,4,5,5,1,2,1854.0,0.0438,98.04,2678.0,0.0255,0.0014,0.0498,0.0479,1023.0,0.0,0,,,1,4,4,1,0,5,5,5,1,0
txn_39e55fad91ae,67.5,0.1277,7,0,4,5,5,1,1,1854.0,0.0438,98.04,868.0,0.0001,0.0031,0.0515,0.0479,1023.0,0.0,0,,,1,8,1,1,0,1,1,5,3,0
txn_25086bd47589,9.55,0.0832,19,0,4,5,5,1,2,836.0,0.0086,31.32,3018.0,0.0028,0.0009,0.1856,0.0479,1023.0,0.0,0,,,2,10,3,1,0,3,3,3,2,0
txn_d45920ad2981,45.29,0.0893,13,0,4,5,5,1,2,836.0,0.0086,31.32,1124.0,0.0616,0.0121,0.2855,0.0479,1023.0,0.0,0,,,4,4,1,1,0,4,4,3,0,0
txn_b6a0681f8671,7.97,0.1876,13,0,4,6,5,1,1,836.0,0.0086,31.32,3691.0,0.0688,0.0012,0.0475,0.0755,724.0,0.0,0,,,2,4,4,1,0,0,0,2,2,0
txn_157aa413b09a,6.07,0.1885,22,0,4,6,5,1,1,836.0,0.0086,31.32,4680.0,0.0205,0.0016,0.1859,0.0755,724.0,0.0,0,,,2,10,1,1,0,5,5,6,0,0
txn_ea6e98541228,130.08,0.0845,6,0,4,6,5,1,1,1863.0,0.08,180.58,3151.0,0.0306,0.0053,0.2746,0.0755,724.0,0.0,0,,,2,10,3,1,0,2,2,1,2,0
txn_b7ac5935bc11,55.79,0.1539,21,0,4,6,5,1,1,1863.0,0.08,180.58,2276.0,0.0341,0.0034,0.3439,0.0755,724.0,0.0,0,,,2,8,4,1,0,2,2,6,0,0
txn_64d096e1b9ed,34.94,0.0296,12,0,4,6,5,1,2,1863.0,0.08,180.58,1098.0,0.0504,0.0131,0.1397,0.0755,724.0,0.0,0,,,1,10,4,1,0,5,5,0,3,0
txn_d349c33985be,15.46,0.2036,2,0,4,6,5,1,3,1863.0,0.08,180.58,4512.0,0.0445,0.0131,0.1943,0.197,971.0,0.0,0,,,4,8,3,1,0,4,4,6,1,0
txn_d9169f3b2300,19.31,0.0327,0,0,4,6,5,1,1,2684.0,0.0496,132.69,3131.0,0.0101,0.0059,0.3459,0.197,971.0,0.0,0,,,1,8,1,1,0,1,1,3,2,0
txn_d177ffe15727,51.08,0.1955,6,0,4,6,5,1,2,2684.0,0.0496,132.69,4867.0,0.0361,0.0083,0.1148,0.197,971.0,0.0,0,,,0,10,3,1,0,0,0,1,2,0
txn_1ce8d993ee4e,26.23,0.2471,6,0,4,6,5,1,1,2684.0,0.0496,132.69,4963.0,0.0729,0.0065,0.2005,0.197,971.0,0.0,0,,,0,10,4,1,0,5,5,4,3,0
txn_5839879db1cf,36.67,0.0852,4,0,4,6,5,1,1,2684.0,0.0496,132.69,2906.0,0.0184,0.0029,0.2758,0.197,971.0,0.0,0,,,2,8,4,1,0,4,4,4,3,0
txn_1a34a0ed4519,4.81,0.7324,9,0,152,152,1,3,2,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_testing,1,0,1,1,0,4,4,0,2,0
txn_8a2da62ee93f,2.72,0.9025,9,0,152,152,114,3,3,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,4,0,1,1,1,3,3,2,2,1
txn_59e9c52190e4,1.21,0.6288,9,0,152,152,114,3,4,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,3,0,1,1,1,0,0,4,1,1
txn_8af76d79bf81,6.86,0.6446,9,0,152,152,114,3,5,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,0,0,1,1,0,1,1,0,1,0
txn_bc6c0b3cdc27,7.77,0.615,9,0,152,152,1,3,6,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_testing,3,0,1,1,1,3,3,3,2,1
txn_a7dade80d898,0.81,0.6404,9,0,152,152,114,3,7,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,1,0,1,1,1,1,1,2,2,2
txn_482c1aaeface,2.81,0.7357,9,1,152,152,114,3,8,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,3,0,1,1,0,1,3,4,1,0
txn_761c4d118d8f,6.01,0.5992,9,1,152,152,114,3,9,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,0,0,1,1,1,3,5,0,1,1
txn_cbca7333e354,6.93,0.5301,9,0,152,152,1,3,10,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_testing,1,0,1,1,1,1,1,0,2,2
txn_d533aecb9db8,1.95,0.7386,9,0,152,152,114,3,11,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,3,0,1,1,0,3,3,4,1,0
txn_c5cfce0d67f5,3.48,0.8172,9,0,152,152,114,3,11,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,4,0,1,1,1,4,4,6,2,2
txn_63290486ea07,5.52,0.5696,10,0,152,152,114,3,12,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,0,0,1,1,1,3,3,6,1,1
txn_14c3567bcbaa,3.42,0.5314,10,0,152,152,1,3,13,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_testing,4,0,1,1,0,3,3,4,2,0
txn_cdb88df7983b,4.84,0.6782,10,0,152,152,114,3,14,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,0,0,1,1,1,5,5,6,2,1
txn_8b7c09cdc7a6,5.74,0.5751,10,1,152,152,114,3,15,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,4,0,1,1,1,4,5,2,1,1
txn_c7847fa0f8a9,2.96,0.7165,10,1,152,152,114,3,16,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,0,0,1,1,0,4,3,2,2,0
txn_dd8b7a2fd4ff,2.27,0.7823,10,0,152,152,1,3,17,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_testing,4,0,1,1,1,3,3,5,1,1
txn_87ccfe9dff78,4.11,0.5844,10,0,152,152,114,3,17,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,0,0,1,1,1,2,2,6,1,1
txn_b37e1e7b01b4,5.51,0.8979,10,1,152,152,114,3,18,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,0,0,1,1,0,1,3,3,1,0
txn_17fcf2e2ae16,6.84,0.7069,10,0,152,152,114,3,18,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,3,0,1,1,1,2,2,4,1,2
txn_8b021f9f4011,5.05,0.8238,10,1,152,152,1,3,19,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_testing,4,0,1,1,1,0,1,3,2,1
txn_d2c3b122f9fa,7.2,0.7455,10,0,152,152,114,3,19,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,2,0,1,1,0,1,1,6,2,0
txn_b7d4787779a8,2.42,0.6151,10,0,152,152,114,3,18,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,1,0,1,1,1,1,1,4,1,1
txn_fe2404149924,4.24,0.6404,10,0,152,152,114,3,19,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.3151,13.0,1.0,1,credential_based_fraud,card_testing,4,0,1,1,1,2,2,1,1,2
txn_e72a9efe213e,3.86,0.5899,10,1,152,152,1,3,20,251.0,0.1794,283.74,9.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_testing,0,0,1,1,0,2,0,1,2,0
