customer_id,age_band,tenure_days,account_age_days,home_country,email_domain,phone_type,kyc_level,historical_spend_mean,historical_spend_std,historical_decline_rate
cust_c515096d7361,51-65,218,1691,DE,outlook.com,mobile,high,224.93,39.99,0.0451
cust_3a4065129c2c,18-25,145,1937,DE,gmail.com,mobile,high,128.61,20.45,0.0438
cust_465e778fdece,36-50,2892,2224,US,outlook.com,mobile,medium,165.49,8.53,0.0777
cust_ec60b8aa307c,26-35,423,908,SG,company.example,mobile,medium,139.24,61.51,0.0101
cust_2b1713ca7a82,36-50,2260,1733,AE,outlook.com,mobile,medium,144.97,5.81,0.0564
cust_3debab9cd7df,18-25,300,1173,SG,gmail.com,mobile,high,246.42,13.56,0.0158
cust_3e2c458de003,51-65,1349,1343,SG,outlook.com,mobile,high,237.06,40.97,0.0608
cust_9c0e215391d2,18-25,2235,368,AE,outlook.com,mobile,medium,62.29,30.68,0.027
cust_4c6522969cfd,51-65,227,1197,DE,gmail.com,mobile,medium,55.89,27.88,0.0014
cust_ea28de44bcf5,18-25,2738,2809,DE,gmail.com,mobile,medium,237.5,53.31,0.0305
cust_59fce9e95f2c,18-25,801,531,GB,company.example,mobile,medium,112.51,53.49,0.0036
cust_cf9ff32b920d,51-65,1474,2193,US,outlook.com,mobile,high,31.08,31.24,0.0763
cust_f631ef3f55c2,18-25,2955,1508,AE,company.example,mobile,high,27.6,63.35,0.0731
cust_8ccedb43cc52,36-50,82,1712,SG,company.example,mobile,high,246.38,7.57,0.0563
cust_affbd4c9c276,36-50,544,1404,IN,gmail.com,mobile,high,197.38,18.37,0.0643
cust_feee4662f51c,18-25,1649,2927,AE,gmail.com,mobile,high,105.33,23.89,0.0512
cust_58a2fbf81de9,51-65,2448,1658,IN,gmail.com,mobile,medium,272.37,20.33,0.0256
cust_2b2d42a02389,51-65,961,2679,GB,outlook.com,mobile,medium,169.47,8.07,0.0651
cust_4ab72c1c8182,51-65,114,557,US,company.example,mobile,medium,187.61,50.23,0.0064
cust_a87726d6c876,36-50,1061,128,SG,gmail.com,mobile,medium,191.1,36.21,0.043
cust_711ddcdb2e99,26-35,30,1088,IN,company.example,mobile,medium,111.5,64.6,0.0364
cust_08c6712f201f,18-25,2778,882,IN,gmail.com,mobile,high,151.7,47.32,0.0684
cust_a3fb8db48b51,51-65,955,1742,SG,outlook.com,mobile,high,135.78,25.83,0.0329
cust_c69b3c0dd735,36-50,2638,436,US,outlook.com,mobile,medium,154.01,23.22,0.0511
cust_05a066a2f9ba,51-65,2690,670,IN,outlook.com,mobile,medium,250.53,22.22,0.0367
cust_177405a51d6b,36-50,1971,1544,US,company.example,mobile,medium,49.04,31.89,0.0058
cust_83764358940a,26-35,1772,580,AE,gmail.com,mobile,medium,66.85,45.21,0.0216
cust_70db3b0a6af4,36-50,816,2579,IN,company.example,mobile,high,59.2,38.97,0.0188
cust_5d22b555e397,36-50,2950,2914,SG,gmail.com,mobile,high,52.72,44.93,0.078
cust_7cd1b8f35696,18-25,2166,342,AE,gmail.com,mobile,medium,114.04,22.43,0.0463
cust_0e213b5d9231,26-35,647,264,US,gmail.com,mobile,high,209.81,32.96,0.0049
cust_2c237d6568dc,26-35,1931,826,AE,gmail.com,mobile,high,218.56,60.27,0.0371
cust_11614eb9963d,36-50,2640,985,US,outlook.com,mobile,high,124.72,59.79,0.0618
cust_93ea54b814fb,26-35,1977,1801,GB,gmail.com,mobile,medium,56.5,6.91,0.0388
cust_f8ffb49d6b6b,36-50,2660,2789,IN,outlook.com,mobile,high,86.97,41.78,0.0579
cust_0b56a104eb28,51-65,1441,471,GB,company.example,mobile,high,245.32,35.83,0.0281
cust_5ca2522836bf,51-65,462,357,AE,outlook.com,mobile,medium,127.28,24.63,0.0645
cust_ea06e3733748,26-35,2511,2126,GB,company.example,mobile,high,130.12,29.35,0.0654
cust_87d7fc7a12d6,18-25,333,860,DE,company.example,mobile,high,146.81,18.08,0.028
cust_dcaff1485ffa,18-25,707,1339,IN,gmail.com,mobile,medium,246.55,12.23,0.042
cust_327b71b5905f,51-65,601,1403,AE,company.example,mobile,medium,262.83,48.09,0.0003
cust_c88943d62494,36-50,2710,2604,DE,company.example,mobile,high,249.25,45.92,0.0226
cust_27c2ff9d95f6,26-35,1266,1743,SG,outlook.com,mobile,high,152.11,27.84,0.0778
cust_0ced9dba2aa4,18-25,599,2179,SG,gmail.com,mobile,high,150.55,62.14,0.0649
cust_ec0ef7b0804d,18-25,1289,564,AE,outlook.com,mobile,medium,126.87,59.57,0.0755
cust_f562373ead80,18-25,1360,763,GB,outlook.com,mobile,high,260.07,28.98,0.0624
cust_3c270eeb394f,18-25,787,2318,GB,outlook.com,mobile,medium,217.97,47.57,0.01
cust_42d100c241c9,51-65,1928,289,AE,company.example,mobile,high,266.91,36.23,0.0577
cust_a6579141622d,51-65,547,1842,IN,gmail.com,mobile,medium,160.79,64.33,0.0366
cust_7dffba2975e5,51-65,2426,967,DE,outlook.com,mobile,medium,206.77,48.53,0.0779
cust_31b6fe64b67b,36-50,2946,1482,GB,outlook.com,mobile,medium,153.41,7.77,0.0365
cust_a969dda32da6,36-50,776,593,GB,gmail.com,mobile,medium,178.27,52.26,0.006
cust_69169ea1ca1b,51-65,864,196,IN,company.example,mobile,high,44.18,57.47,0.0441
cust_9e55f4d2b8c7,36-50,502,1532,AE,company.example,mobile,medium,132.15,45.77,0.0468
cust_f10272505739,18-25,2212,2983,US,company.example,mobile,medium,71.91,31.95,0.0411
cust_62f2ca195648,36-50,1214,2066,IN,gmail.com,mobile,high,85.54,8.85,0.0346
cust_6aaa5146af4d,26-35,1238,583,GB,outlook.com,mobile,high,50.94,12.49,0.0751
cust_7a22c2ae4a98,18-25,2144,1424,IN,company.example,mobile,high,167.81,60.56,0.0112
cust_419379023fa3,51-65,66,681,US,gmail.com,mobile,high,165.17,35.99,0.0097
cust_2dec21995144,18-25,1581,1723,AE,gmail.com,mobile,high,238.14,29.44,0.0222
cust_b9af4a940857,36-50,2195,1912,AE,outlook.com,mobile,high,254.87,44.78,0.0595
cust_9f8b1a6e0414,51-65,1971,359,GB,outlook.com,mobile,high,169.08,32.05,0.0447
cust_41e2b8d02da1,51-65,1097,1617,GB,outlook.com,mobile,high,68.65,9.61,0.0477
cust_8a8dfca1103d,26-35,110,308,AE,gmail.com,mobile,high,211.77,44.5,0.0117
cust_3aa9821a5317,51-65,1621,854,IN,company.example,mobile,high,272.41,28.47,0.0459
cust_4fd6e58e7bec,26-35,1022,2960,US,company.example,mobile,high,75.06,16.65,0.0695
cust_07f143219e24,36-50,640,1917,GB,outlook.com,mobile,high,59.1,27.21,0.0293
cust_a5871b53dcdd,18-25,540,755,GB,gmail.com,mobile,medium,205.47,12.41,0.0465
cust_2ce943aaea98,26-35,140,2164,US,gmail.com,mobile,medium,258.33,11.79,0.0279
cust_eb44b4627cf0,18-25,24,215,IN,outlook.com,landline,low,246.54,81.16,0.0396
cust_ea6f97503889,18-25,214,475,SG,company.example,landline,high,283.74,45.16,0.1794
cust_acbc44b13b25,51-65,574,646,US,outlook.com,voip,low,122.66,26.42,0.2034
cust_490d91765f1c,36-50,458,236,GB,company.example,mobile,low,184.96,17.42,0.2846
cust_97e2e72a7607,18-25,496,608,IN,outlook.com,landline,high,333.1,10.64,0.0334
cust_235db65ab8cc,36-50,67,491,AE,company.example,voip,high,153.7,58.48,0.2803
cust_82483f37b01a,36-50,154,690,GB,outlook.com,landline,medium,83.01,87.22,0.307
cust_7e24263f42c2,18-25,356,803,GB,gmail.com,landline,low,272.67,30.63,0.1646
cust_7835422d4eea,51-65,1077,382,IN,proton.me,voip,low,202.32,26.4,0.1993
cust_d27c576fc754,26-35,902,495,IN,outlook.com,landline,medium,326.43,40.59,0.3391
cust_0294c55a2481,36-50,73,807,SG,company.example,voip,low,324.16,21.05,0.3482
cust_421ccf825e20,26-35,491,637,DE,company.example,landline,medium,262.97,78.37,0.0225
cust_49ef2283df0d,26-35,641,363,SG,proton.me,mobile,medium,135.62,67.97,0.3079
cust_1b52a2f9baf1,18-25,856,142,DE,company.example,mobile,high,88.81,15.26,0.3214
cust_39793a8d9e42,18-25,714,657,AE,proton.me,landline,low,60.24,58.69,0.1247
cust_7898c8b547b3,18-25,343,470,IN,company.example,voip,medium,344.92,43.84,0.2934
cust_0661e9528994,26-35,261,677,IN,gmail.com,mobile,medium,159.73,85.36,0.2838
cust_d80ba4d7cff2,26-35,83,527,SG,gmail.com,mobile,medium,258.6,63.75,0.0136
cust_77d064537925,36-50,293,133,IN,proton.me,voip,medium,342.09,11.38,0.3229
cust_1218d23364d3,51-65,237,236,GB,company.example,voip,high,38.87,37.31,0.0321
cust_602f67c4fe2f,26-35,109,1130,SG,company.example,landline,medium,84.75,23.34,0.0126
cust_f15b281e93dc,51-65,583,1016,GB,proton.me,landline,low,153.75,14.44,0.2342
cust_0e0d6b61eadc,51-65,173,705,AE,gmail.com,mobile,medium,255.32,73.93,0.2831
cust_5aeb12edc95c,51-65,362,537,IN,proton.me,voip,high,171.79,84.0,0.2908
cust_8c215338c916,18-25,351,866,SG,company.example,voip,high,60.46,78.99,0.2968
cust_9de62608e115,18-25,148,431,SG,proton.me,voip,high,167.43,58.97,0.3226
cust_b64d791d3ade,51-65,1400,927,AE,gmail.com,landline,high,107.88,46.48,0.2548
cust_bfba3e0438c6,18-25,148,214,AE,company.example,voip,high,162.65,75.97,0.2028
cust_0609d16d45a3,18-25,474,617,IN,company.example,mobile,low,292.34,63.37,0.0836
cust_08f34bfe8021,36-50,512,670,GB,outlook.com,mobile,medium,57.76,50.0,0.2121
