device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_775c9fd8ae76,sess_dcaff1485ffa,Firefox,Android,mobile,IN,0.1681,270,1520,0
dev_f24567c918e8,sess_ec0ef7b0804d,Edge,iOS,tablet,DE,0.1745,976,1096,1
dev_c821c103346c,sess_7dffba2975e5,Edge,Android,tablet,SG,0.1387,1254,1211,0
dev_29a289332c36,sess_f10272505739,Firefox,Windows,mobile,DE,0.1276,269,829,0
dev_00b1384bc661,sess_2dec21995144,Firefox,Android,tablet,AE,0.016,715,274,0
dev_c13154d09aba,sess_3aa9821a5317,Safari,macOS,desktop,US,0.1933,1440,1579,0
dev_d57b99a8cc53,sess_539a70229451,Edge,iOS,mobile,US,0.0821,952,969,1
dev_8a990305aa8c,sess_fd106d46b8d2,Firefox,iOS,tablet,DE,0.0986,645,261,1
dev_1f534183e6ad,sess_71d8cef13985,Chrome,Windows,mobile,AE,0.1834,315,678,1
dev_d2e1c7881702,sess_07ccd96d665e,Safari,macOS,desktop,AE,0.1817,505,1145,1
dev_f7e6768d6e91,sess_9ad59e99be08,Firefox,Windows,mobile,AE,0.0712,650,1269,1
dev_991647e01c50,sess_b0a1c5c081e5,Firefox,Android,tablet,US,0.021,996,471,1
dev_f42976b67a1b,sess_3be7401133a2,Firefox,iOS,tablet,US,0.1379,387,1718,1
dev_179aa9fecb46,sess_70126999b55f,Chrome,Windows,desktop,IN,0.0821,1131,974,1
dev_e07c6c345784,sess_f7a1e2392280,Firefox,macOS,tablet,DE,0.1269,1320,1283,1
dev_6c1bfd5b7231,sess_fed63e06058e,Chrome,macOS,tablet,DE,0.2225,1064,389,1
dev_41c6ade2a40b,sess_4f46a94ea75a,Safari,macOS,tablet,SG,0.2283,1091,316,0
dev_c2d2bdcb73eb,sess_739adf49b9b2,Safari,Windows,mobile,GB,0.1885,1390,1083,0
dev_d3babd780366,sess_acaadbea3587,Edge,Android,desktop,US,0.2129,1382,1452,1
dev_312f251c7288,sess_f474f7856e47,Firefox,Windows,desktop,DE,0.1206,64,709,1
dev_4dcd5c5b4f5b,sess_fa03703d0653,Firefox,Android,mobile,DE,0.1097,371,213,0
dev_1d6ba91f198a,sess_ea811189fcb4,Firefox,macOS,mobile,DE,0.0248,515,1077,1
dev_a307a9b90fa0,sess_0cd6ea4bf458,Firefox,iOS,desktop,US,0.2086,590,369,0
dev_d859b976d957,sess_2801f2dc8b8a,Safari,iOS,tablet,SG,0.0645,828,543,1
dev_01e25959fded,sess_aead5b2bf028,Firefox,Windows,tablet,SG,0.128,174,462,1
dev_06cdd8aa8d06,sess_6c7b77d6d52e,Firefox,iOS,desktop,GB,0.1787,282,1483,0
dev_d9e46eb30b54,sess_a329bc2d3608,Safari,iOS,desktop,IN,0.0289,604,589,1
dev_52daf3084756,sess_e9eabb9ed03f,Chrome,macOS,mobile,SG,0.1239,806,630,0
dev_186666b133c9,sess_f9e2bc9055fe,Firefox,Windows,mobile,DE,0.1022,1389,668,1
dev_626ea8ea3dbc,sess_fe72108f6529,Edge,macOS,tablet,AE,0.2231,540,586,1
dev_e4e65d53655e,sess_7c27bbbdd6f8,Safari,Windows,mobile,US,0.127,253,149,1
dev_55f96b81db31,sess_b9d04240379e,Safari,Android,tablet,DE,0.1997,137,1576,0
dev_cc3b2532dd56,sess_ca351eaa3bd3,Chrome,Windows,tablet,SG,0.1669,665,866,0
dev_d422205dcfe9,sess_207b42161d0f,Safari,Windows,mobile,DE,0.0561,1372,1614,0
dev_4126188cc2b1,sess_d05c1ee1660d,Safari,Android,desktop,DE,0.0156,1176,1526,0
dev_18c95871a86d,sess_ab27a321df84,Safari,iOS,mobile,SG,0.1859,477,1073,0
dev_ba2dc718e9c9,sess_800538db5f19,Edge,Windows,desktop,IN,0.0553,1376,1756,0
dev_c515096d7361,sess_a59d36a60f81,Chrome,iOS,mobile,IN,0.1678,1341,1360,1
dev_3a4065129c2c,sess_4e36c0cc38fb,Firefox,Android,mobile,AE,0.1403,1334,457,0
dev_465e778fdece,sess_e360076fd5fa,Chrome,Windows,mobile,AE,0.1389,1229,1784,1
dev_ec60b8aa307c,sess_a0e90d387f2f,Chrome,Android,desktop,IN,0.1801,248,873,1
dev_2b1713ca7a82,sess_7dfcdacc4860,Safari,Windows,desktop,SG,0.1814,1264,416,0
dev_3debab9cd7df,sess_276847ab8e20,Safari,iOS,tablet,US,0.1129,1351,657,1
dev_3e2c458de003,sess_2e353a62c043,Chrome,Android,tablet,SG,0.1106,940,1239,0
dev_9c0e215391d2,sess_403e251e4dcb,Edge,macOS,desktop,IN,0.0458,431,1624,1
dev_4c6522969cfd,sess_20e694bf44e0,Chrome,iOS,desktop,IN,0.1486,31,1171,0
dev_ea28de44bcf5,sess_702262eb855b,Firefox,macOS,mobile,DE,0.2494,688,623,1
dev_59fce9e95f2c,sess_b72ddde37dc9,Edge,Windows,desktop,DE,0.1928,226,1393,0
dev_cf9ff32b920d,sess_392955dc8580,Edge,Android,tablet,DE,0.055,753,1274,1
dev_f631ef3f55c2,sess_a10a96e541a8,Firefox,Android,desktop,AE,0.1506,441,1552,0
dev_8ccedb43cc52,sess_a5bb770f9022,Firefox,iOS,tablet,IN,0.1285,189,499,0
dev_affbd4c9c276,sess_845f023bb5e5,Chrome,macOS,mobile,US,0.0037,947,410,1
dev_feee4662f51c,sess_bdf194480e4d,Edge,iOS,mobile,DE,0.1216,859,1207,0
dev_58a2fbf81de9,sess_072e35710bc4,Edge,Windows,mobile,IN,0.1509,214,1308,1
dev_2b2d42a02389,sess_06559c0621e2,Firefox,macOS,mobile,DE,0.132,82,492,0
dev_4ab72c1c8182,sess_6992f3476a67,Firefox,Android,desktop,IN,0.0049,1309,1151,1
dev_a87726d6c876,sess_b41b9cf9ae0c,Edge,iOS,desktop,GB,0.2389,42,1036,0
dev_711ddcdb2e99,sess_2d0f231ebf60,Firefox,Android,tablet,IN,0.0655,257,1698,1
dev_08c6712f201f,sess_0b79f6bdf4cb,Firefox,Windows,desktop,US,0.1024,1109,1362,0
dev_a3fb8db48b51,sess_3b762a21a5b7,Edge,iOS,tablet,DE,0.0682,550,1349,1
dev_c69b3c0dd735,sess_4a072ec1689b,Chrome,macOS,tablet,US,0.0357,884,1771,0
dev_05a066a2f9ba,sess_415cf330c09a,Firefox,Windows,mobile,AE,0.2213,812,1695,0
dev_177405a51d6b,sess_f9a578955f6e,Firefox,Windows,tablet,IN,0.0547,572,818,1
dev_83764358940a,sess_f29ff29e3e6c,Firefox,iOS,mobile,AE,0.0176,317,217,0
dev_70db3b0a6af4,sess_f93a2ea2ec2b,Safari,iOS,mobile,US,0.0638,391,1185,1
dev_5d22b555e397,sess_57a142e7e1d0,Firefox,Windows,tablet,DE,0.0451,1059,1116,1
dev_7cd1b8f35696,sess_837128f9fa3b,Edge,Windows,tablet,DE,0.188,666,298,1
dev_0e213b5d9231,sess_bab4233a5140,Edge,iOS,desktop,IN,0.1959,1241,390,1
dev_2c237d6568dc,sess_fe5796b248ac,Chrome,macOS,mobile,US,0.0468,1246,1126,0
dev_11614eb9963d,sess_35845e5cb9f8,Chrome,Android,mobile,US,0.1617,1481,1076,1
dev_93ea54b814fb,sess_019e9db5948b,Edge,Windows,mobile,AE,0.1052,265,931,1
dev_f8ffb49d6b6b,sess_68e2d1e7f177,Firefox,macOS,mobile,SG,0.1774,819,354,1
dev_0b56a104eb28,sess_c4f32d0ecfc1,Edge,iOS,tablet,AE,0.1695,99,178,1
dev_5ca2522836bf,sess_9fa857beed87,Chrome,Windows,desktop,AE,0.1359,959,1718,0
dev_ea06e3733748,sess_6e307b788d32,Safari,Android,tablet,US,0.1408,586,929,1
dev_87d7fc7a12d6,sess_371737deb9f1,Safari,macOS,desktop,GB,0.0391,565,1719,1
dev_dcaff1485ffa,sess_91f8567c3097,Safari,macOS,tablet,DE,0.232,339,187,0
dev_327b71b5905f,sess_67523df8d90e,Firefox,iOS,desktop,IN,0.0183,404,1608,1
dev_c88943d62494,sess_fd50e4c4db5c,Firefox,macOS,mobile,IN,0.2432,1437,208,1
dev_27c2ff9d95f6,sess_88a3054463e9,Chrome,macOS,mobile,SG,0.0343,273,1662,0
dev_0ced9dba2aa4,sess_a8394fcb1871,Firefox,macOS,tablet,GB,0.1648,613,1226,1
dev_31577587f16c,sess_3e5f49b1ef69,Edge,Android,desktop,AE,0.4086,165,688,0
dev_014ad07e3a54,sess_4640f252fb66,Chrome,iOS,mobile,SG,0.3151,24,754,1
dev_7e9f457cd38a,sess_ca1fba1862e5,Firefox,Windows,mobile,GB,0.8311,138,119,0
dev_49245289eb91,sess_212b36bfaa14,Safari,macOS,mobile,AE,0.5061,156,832,1
dev_593d66e82d84,sess_69605cc2d2ec,Edge,macOS,desktop,IN,0.553,209,424,3
dev_5eb50508ac75,sess_010d76a98107,Edge,Android,mobile,AE,0.5855,95,233,3
dev_e0597183e8e8,sess_af774f5189e1,Edge,iOS,mobile,SG,0.7042,224,70,2
dev_d832b303871e,sess_1d18f6a41dd5,Safari,iOS,desktop,DE,0.482,162,256,2
dev_313e793f5603,sess_682218f258c3,Edge,iOS,mobile,DE,0.6529,85,628,3
dev_69c25fdf18c1,sess_511618fef5a5,Chrome,iOS,tablet,GB,0.2244,147,850,2
dev_b7c726eba564,sess_aa9fe97c512c,Safari,macOS,mobile,DE,0.4058,211,386,3
dev_292cec10553f,sess_9969d59d9071,Safari,Android,mobile,IN,0.4634,167,770,3
dev_6181fa5d861f,sess_98587f09c06a,Firefox,macOS,desktop,AE,0.3068,296,250,1
dev_5f86710fc403,sess_9722f441e279,Chrome,Windows,mobile,IN,0.5847,3,429,2
dev_8522caffdf0a,sess_b0ece5fa3599,Chrome,Android,desktop,IN,0.3399,188,512,2
dev_94ea843256bc,sess_86c25e37bff1,Edge,Linux,desktop,DE,0.6622,107,143,3
dev_f1fb0e9d47b1,sess_0a5d65e3b956,Edge,Linux,tablet,SG,0.6949,16,709,3
dev_755d56cc3041,sess_ed99220c1f3e,Safari,Linux,mobile,US,0.4797,8,298,1
dev_a0f1a955d5f7,sess_c5f7dcf10bfa,Safari,Android,desktop,AE,0.6715,141,471,3
dev_9d1e6816422f,sess_8e53d9278817,Safari,Android,tablet,SG,0.4224,77,883,2
dev_b95c95cef30e,sess_9f8359313748,Safari,Android,tablet,US,0.4448,151,37,1
dev_74c41abdad3d,sess_a89dc4984c94,Firefox,Android,desktop,AE,0.7053,259,823,4
dev_907c3f8aa15e,sess_8934083b69e4,Chrome,iOS,mobile,US,0.64,266,252,3
dev_9a8ded4fe71d,sess_68f6d07f4c51,Firefox,iOS,mobile,AE,0.7525,34,624,1
dev_4806b22e2b75,sess_2b9f2eacf810,Edge,Linux,mobile,AE,0.2842,88,139,0
dev_6ecd75027384,sess_20da61d970f0,Firefox,Android,desktop,DE,0.8612,3,592,6
dev_b75e1954c094,sess_e17300a5a7ba,Edge,iOS,desktop,US,0.27,183,192,1
dev_e5dbcdb4c60f,sess_ddf588ab6d21,Safari,Android,desktop,IN,0.7203,206,684,2
dev_6ba93f8cf81f,sess_5804fd6ae721,Chrome,iOS,mobile,SG,0.4595,321,42,2
dev_3668cab51469,sess_74895374bf12,Chrome,macOS,tablet,AE,0.3423,30,802,2
