device_id,session_id,browser_family,os_family,device_type,ip_country,ip_reputation_score,first_seen_days_ago,session_duration_seconds,failed_login_count
dev_cf270484f1ce,sess_abc327baa116,Firefox,Android,desktop,DE,0.2398,581,329,1
dev_d708b5c39327,sess_e4706ddee527,Edge,macOS,tablet,US,0.1411,1393,245,1
dev_238bb9d24930,sess_7e0db1625baa,Edge,Windows,tablet,GB,0.0116,1008,934,0
dev_26902e2ee0c0,sess_67f1ecc51ae9,Edge,iOS,mobile,DE,0.0463,175,334,0
dev_97a2d159169a,sess_09e1ec25b789,Safari,Android,tablet,AE,0.0881,1115,1008,0
dev_a2a0514ed7a4,sess_cb311866fcf8,Firefox,macOS,desktop,SG,0.237,1073,1553,1
dev_c9b44f43cf46,sess_937c9fd1a1de,Firefox,Windows,tablet,SG,0.0751,350,1720,1
dev_3a2b7beaba6d,sess_ba4397425e67,Firefox,Android,tablet,GB,0.1799,855,186,1
dev_bd0351d1a479,sess_5ef99bc6ae73,Firefox,iOS,tablet,AE,0.1622,681,600,0
dev_72a95d4a298c,sess_4b4f83f7b764,Chrome,macOS,mobile,IN,0.1097,643,270,0
dev_ed4c4c03cff5,sess_de083e8496a8,Chrome,macOS,tablet,GB,0.0405,1214,1021,0
dev_e323671e6798,sess_442939c4d085,Edge,Windows,tablet,DE,0.2077,152,1670,0
dev_5fa9c0ca5574,sess_ad42d73ff213,Chrome,iOS,desktop,GB,0.2339,1331,877,0
dev_2dfbce932556,sess_498979f2db3d,Firefox,Android,desktop,US,0.0826,1241,1649,1
dev_c0cb02772da4,sess_6a092d3f09f3,Firefox,Windows,mobile,SG,0.1846,668,1527,1
dev_9d3266acc0bc,sess_f76c528c0f2c,Safari,Windows,tablet,SG,0.0617,264,1372,0
dev_27b8d1892c70,sess_338b34935dee,Firefox,Windows,desktop,DE,0.065,647,1618,1
dev_fc36bdcadf68,sess_a0e2a3715062,Firefox,iOS,tablet,SG,0.0336,1446,566,0
dev_688b423ad36f,sess_8c635e2ab042,Edge,macOS,tablet,GB,0.1643,1289,1726,0
dev_847350e3fe81,sess_a98941490906,Firefox,iOS,tablet,AE,0.0485,324,1232,0
dev_c5cbd8f24135,sess_7e777538875c,Firefox,iOS,tablet,GB,0.0783,913,1160,0
dev_c9ca388742df,sess_c06a50d4635d,Chrome,iOS,desktop,GB,0.1588,863,713,0
dev_f251a3e828cc,sess_1bfbdf47d731,Edge,iOS,mobile,IN,0.1956,613,1072,1
dev_4113bffc2a33,sess_4ecb95801e4f,Chrome,iOS,desktop,SG,0.2341,1479,943,0
dev_eadb23887147,sess_a4765421eae9,Edge,Windows,mobile,US,0.111,1264,938,0
dev_fb6939eba6c7,sess_910a0c87d5f4,Safari,macOS,tablet,SG,0.0971,1329,395,1
dev_9741556797e5,sess_612c2bd7da61,Chrome,Android,mobile,IN,0.1696,161,1365,1
dev_7e3a5c969d7a,sess_05d781798c7e,Firefox,Windows,mobile,SG,0.0334,1155,1397,0
dev_9f1925572e66,sess_457e30d98e9a,Firefox,Android,tablet,DE,0.0817,76,1788,1
dev_5705a5075e26,sess_2b74362050f5,Firefox,Windows,desktop,US,0.0418,556,1260,1
dev_ab2f6f9fb8b4,sess_83a07cb46e28,Safari,Windows,mobile,DE,0.1963,487,724,0
dev_f3315a32c2a0,sess_328e367503b3,Safari,macOS,mobile,IN,0.2489,1196,97,0
dev_0a1ad101de48,sess_0855f493e67e,Chrome,iOS,mobile,US,0.0849,1441,1650,1
dev_83069755beff,sess_811812561d9e,Chrome,iOS,desktop,DE,0.2497,425,1555,1
dev_94056aaa8f19,sess_41dd3b053061,Edge,Windows,tablet,DE,0.0133,444,641,1
dev_aea02585f813,sess_24a7d2102c2d,Safari,iOS,desktop,GB,0.0456,670,1053,0
dev_d9f510dca955,sess_b32a7af3a64e,Chrome,Android,tablet,GB,0.1578,1185,773,1
dev_2ec7d2ed320c,sess_e46f70c9541c,Chrome,Windows,mobile,DE,0.0557,1491,1789,1
dev_74193ad2b50a,sess_6372aa9e1491,Edge,Windows,tablet,SG,0.0215,1420,328,1
dev_a26eb8731c77,sess_d4108217a91f,Firefox,Windows,desktop,AE,0.2447,186,1450,1
dev_23e8589d2bda,sess_263fd92e20c9,Firefox,macOS,mobile,SG,0.5487,152,643,0
dev_c4cf5a43ac4a,sess_074f2b000f5c,Edge,macOS,mobile,SG,0.7624,47,84,4
dev_00a9e27e4f34,sess_05ddf8fecae1,Safari,Android,desktop,IN,0.3536,208,416,1
dev_0ce352f49f7b,sess_150308295329,Chrome,Linux,desktop,GB,0.1566,597,774,0
dev_fdd7963242ce,sess_8628a9720dcf,Chrome,Linux,desktop,US,0.9037,26,299,0
dev_d8814d46f94a,sess_f128caace258,Chrome,Windows,mobile,AE,0.1972,1441,109,1
dev_e289a45d0502,sess_83f44e4fa856,Safari,macOS,desktop,SG,0.3952,39,560,1
dev_fb60bd0c41e7,sess_e8ad0cb82611,Safari,Linux,desktop,DE,0.0814,237,676,1
dev_31c5606278ea,sess_45eb7081dddb,Safari,Windows,tablet,US,0.2497,608,546,1
dev_9bde12803ad7,sess_3f846b02e49f,Edge,Android,tablet,IN,0.2256,358,648,0
dev_f18a2fab5fba,sess_958e67bd2471,Safari,iOS,desktop,GB,0.2402,36,320,4
dev_aaeb675251d9,sess_2666f287137d,Firefox,iOS,tablet,GB,0.4358,31,415,1
dev_b334cb7a3f49,sess_465eef4318b6,Chrome,Android,tablet,GB,0.7971,153,830,2
dev_0bbeadd765c2,sess_e8e0c857f52d,Safari,macOS,tablet,AE,0.6225,38,136,2
dev_da15b2184cc5,sess_58b93c516090,Chrome,iOS,desktop,AE,0.0673,621,879,1
dev_5e8b3de8cfaf,sess_18fc40743ca5,Chrome,Linux,desktop,US,0.1971,685,275,0
dev_3189b313b179,sess_143ae4e6e935,Safari,Android,tablet,SG,0.5741,30,145,3
dev_23570b0bd9fb,sess_7de9950280fc,Chrome,Linux,tablet,US,0.1224,1468,641,1
dev_795c18398773,sess_bccea3e4a65a,Firefox,iOS,desktop,US,0.0212,403,898,0
dev_1b0c194ec581,sess_8e6d5064997a,Firefox,iOS,desktop,AE,0.7655,143,631,2
dev_891903725a73,sess_6550eaeffa6d,Firefox,macOS,desktop,IN,0.225,158,735,1
dev_d3f49c11bc03,sess_a9509adf4557,Chrome,Windows,tablet,GB,0.0696,768,81,0
dev_8a3b00170054,sess_b5ca41c69838,Firefox,macOS,desktop,GB,0.7326,164,658,3
dev_f07910e06b4c,sess_e2ead7e6e6c2,Firefox,Windows,mobile,SG,0.1114,311,540,1
dev_869a66622cea,sess_98ed34c32afb,Firefox,Windows,desktop,AE,0.0216,319,429,0
