attack_instance_id,scenario_id,attack_id,bucket,subtype,scenario_seed,attack_intensity,stealth_level,generated_record_ids
atk_86279d6efef6,scn_a577a645f8f7,merchant_bustout_001,merchant_ecosystem_abuse,bust_out_merchant,54,0.4256,0.7155,"txn_a2e5aaceb094,txn_023f053eef54,txn_bb34f2209934,txn_b082b531bf5f,txn_e1118cc2ec1c,txn_6284c9831066,txn_272afa8f2b59,txn_c0661143561f,txn_5439d2103220,txn_6680e7b7db00,txn_9af94d6b403b,txn_853d7bcb7f6f,txn_1ca78db0c46d,txn_436c1a654883,txn_b209c7fe9369,txn_945117ff26c6,txn_675870874128,txn_2b43431f9a2a,txn_44763e36b32c,txn_8b76cf9c909b,txn_8111fcc9833b,txn_ef6bb7aee816,txn_64f7cea1ca38,txn_3260196cd6ba,txn_0f121d0103db,txn_fa59ebf994e7,txn_e1134be5f21b,txn_87b30eb40c86,txn_b092656cae16,txn_d0b92bd50f61,txn_2ef188fd614b,txn_1878df92050a,txn_373f51a79df3,txn_f88f02c3f891,txn_e1d8f26ac25e,txn_10847fa35191,txn_136721a12c81,txn_fbda43faa8aa,txn_348f0f6ab7f5,txn_4c08ce7d94b5,txn_09775ff104fe,txn_cc7d9966b9dd,txn_838c8d02bd95,txn_cead651a3768,txn_183b4f935793,txn_1f3842a968c3,txn_070b0c40d778,txn_a5428fba0075,txn_0829d20f379b,txn_0f8bb2876c21,txn_427da4d0232e,txn_104262dec618,txn_231e6242717d,txn_d6170a9097c6,txn_cbdd42ec221f,txn_e31f5f4382d8,txn_47c9a33ab900,txn_91bd0a559c8f,txn_4c74c785590f,txn_12a065c3b90b"
atk_e6d86e9a4c7b,scn_2ccff9b9379c,merchant_gift_card_001,merchant_ecosystem_abuse,gift_card_abuse,55,0.8728,0.3861,"txn_74a3cd5507aa,txn_843c6cbca926,txn_d5029265e01c,txn_a767d26eeb0c,txn_6efc34be42fe,txn_53b0dcd5d3bf,txn_8d89f02f560a,txn_9214672deef5,txn_af52beca75e1,txn_e531ecb44bb7,txn_f9d22f04547a,txn_7da3aa5966f4,txn_42e9c1be6def,txn_76482b9ade81,txn_7e20bf0cab24,txn_b89733ab7068,txn_cbbeb70e792a,txn_8300cf0daea4,txn_df42b758f97d,txn_7c847c03e86b,txn_c91e9b9d267a,txn_e6cfcad3e400,txn_460a383233f1,txn_c1ffafb51d8c,txn_52aa7a65346e,txn_5bd0e798cc3c,txn_a2a90880427b,txn_bca973e1544b,txn_fc11f9404cfc,txn_b9039b18c514,txn_9442866aab80,txn_612bac40a81d,txn_916cef5106cb,txn_e172730b1018,txn_f1093623f5ed,txn_479948eab88f,txn_b92674e3c0f0,txn_91dcda43f810,txn_d4016d0ba5a1,txn_aa087edf2d69,txn_6512ef8abcef,txn_3b12caa1e316,txn_07df9474ea76,txn_e167d5d574ed,txn_24f6efa3909b,txn_ea9aba85e977,txn_6ccae0745ae1,txn_c94b9dde6b61,txn_b07f1e8ec5cd,txn_a224bbfb7c88,txn_5c1f0467f9ae,txn_ce8375a0e0c5,txn_bc2f54b526c3,txn_cb59664cd755,txn_a3ce1082cd66,txn_b51fd7b9113f,txn_001dabad9f2c,txn_f6513ad14cf8,txn_2510ee0a2856,txn_7e1792e44015,txn_b6d4f4f8e9b3,txn_0b29fc28962c,txn_3e2dbd86bd14,txn_b3cd79ebc013,txn_e4c9b64f8e7d,txn_20e51b6711fc,txn_c11977026e1c,txn_a22afffbb1fb,txn_56ceae6cb160,txn_c705e6149cdf,txn_02e3efc9f921,txn_5685f4d29626,txn_8e63b9cc540e,txn_84eafe30be91,txn_71f6fdd69c19,txn_8b9d44754c9e,txn_b23fde6a355a,txn_95f40c4f72ac,txn_b8187c8cefe9,txn_50fdcb8e95ed,txn_3b94a36971f8,txn_b5d149a21df4,txn_18692e81fd80,txn_c0e2c3b6e870,txn_e43ad1d9cb06,txn_98eb4d834eee,txn_4ed56f5b6e91,txn_020fa9c7c784,txn_d985c1ed8e45"
atk_ab78875b20cc,scn_fd412b53ed1a,merchant_mule_laundering_001,merchant_ecosystem_abuse,mule_laundering,56,0.6579,0.8347,"txn_7c03c51c85e8,txn_438b0b4e8ea2,txn_936cf62be49d,txn_1413e2e6c833,txn_bfb2cd1ec9ef,txn_a5c1320295ad,txn_fed61d4f31cb,txn_c55c046d993b,txn_ade97d78de97,txn_2f1aeef53956,txn_563cc728001d,txn_470fb4023627,txn_664b415dcefe,txn_e9afab631744,txn_345613f36740,txn_a071fc463677,txn_7483bef56e49,txn_9e8ee80ef797,txn_618068cefe7d,txn_d5c37f8ecdf7,txn_cb8068b45250,txn_f768c3d06d21,txn_aeeff3a075f2,txn_f10e7be8f75a,txn_dfaa8e92d320,txn_0c9d29837c87,txn_d36110a9bc80,txn_173c561a793a,txn_7b688ffe5f86,txn_c587429e652f,txn_5306cbebefc6,txn_421bd3225f47,txn_a5a659a79c0a,txn_c9e2daa1add3,txn_cad05d439299,txn_61d9bfb9e423,txn_7783219b8f09,txn_56c92d8929ce,txn_404af85bff42,txn_b65c29cd8ea6,txn_16c8a1c0e9fc,txn_d5bdbeb40c60,txn_ef0fd06e2f51,txn_aabdd9e47c7b,txn_d91a8f41772a,txn_b0d0bdd7076d,txn_3c585af70b54,txn_b0d01eb43056,txn_7b3f9023abf8,txn_841a8c58e931,txn_53af12c70112,txn_a48033c0e988,txn_864e424d0196,txn_c0124c384cf7,txn_5eaee18c6857,txn_12a167c3ab3c,txn_f293e9f0e9fc,txn_5593fb336a31,txn_e29eb8c1af67,txn_85c4f60f1588,txn_d4a10570ca87,txn_50bb562515a9,txn_be42c5e3caa5,txn_744c0fbd5ec9,txn_0955fd39ddac,txn_4549b363af0e,txn_bb75f9a37e91,txn_dd462fb2b313,txn_9d5fc3b8c9df,txn_e693f754f195,txn_640fdb1c482f,txn_2290bd49d298,txn_fe5c436b17e1,txn_8d7bda8aaf86,txn_6daa3e9bbca1,txn_e8fd0021af40,txn_ee334c879e42,txn_909209342ee6,txn_4e8dcaf7790c,txn_03d361575a67,txn_af7644d2c119,txn_4038d1aa976b,txn_6d2d195a0ab2,txn_4a5af8c0e9ae,txn_3a80714296db,txn_c82123bdbadd,txn_5e308616cf60,txn_95be0b81e5a5,txn_e714618eef47,txn_81c1248c4e7f,txn_ecfaec6e276d,txn_0f285fac6fc9,txn_78e87f80b472,txn_f26d080e83c8,txn_ce9f5840f359,txn_bacdb4d4fbd5,txn_b5c6a28976eb,txn_6e4779e7ce84,txn_cec722a26855,txn_83ce4de40a04,txn_31458ff57baf,txn_9c2ac6c3be9c,txn_2dddd6cd34d2,txn_1f9567eff645"
atk_91e13e7af1a9,scn_e66e83212ca5,merchant_seller_fraud_001,merchant_ecosystem_abuse,marketplace_seller_fraud,57,0.6743,0.4649,"txn_22ed537ac2bb,txn_53c415263bf8,txn_f0f51adf9561,txn_e722624360aa,txn_81a766682686,txn_cdffe997d0b2,txn_e55dfed78167,txn_4f970a141829,txn_ec3500db98a9,txn_4b4bf09fcc9f,txn_2bdca4eac697,txn_175f66a32aa2,txn_44d8d721bff0,txn_0059ae884cbe,txn_18d9ee734106,txn_634cc378447e,txn_bb48921ba827,txn_ced1256f7f89,txn_0adbed8e4312,txn_a319a7a965fc,txn_626ac4ef8ce0,txn_bccac52264df,txn_ab874b85cd88,txn_34f59302cf19,txn_c7f86039f7cd,txn_97978a1a8ab1,txn_dd3b1f315eee,txn_d24667a42c05,txn_257cc708cbf6,txn_e6dd20ecc995,txn_6ff18346c6b2,txn_c8360979636b,txn_33f29cc00287,txn_f4bf02a93db0,txn_613f0890e523,txn_0b7aa228d1e0,txn_aadf905dc38a,txn_64f73711d33a,txn_3371af2a0a93,txn_89beca888adc,txn_eee0fd091353,txn_23af823c3b79,txn_ce4d8031a986,txn_3fcb51ba9443,txn_04b56a47a73e,txn_aa0b36e64546,txn_a70f1a99020c,txn_749fb84eff4e,txn_e56e227def57,txn_1c78fd4b7697,txn_dc0afe6d3cae,txn_ccef9a3ba7de,txn_79bb9d67c3e0,txn_874623b55540,txn_ecd7c96e84e3,txn_181cdd670f5e,txn_20a2bcd88241"
atk_74fb2db6bd7c,scn_11120e6d32f8,merchant_triangulation_001,merchant_ecosystem_abuse,triangulation_fraud,58,0.4631,0.6823,"txn_802549a4edee,txn_51ae83bd43d6,txn_a799091c0d90,txn_3e68493c9a29,txn_6b6332a1e746,txn_9a053db107c5,txn_520bb5bbe173,txn_1b627806b905,txn_3cf8b9057192,txn_cdcc67851956,txn_fb78ec9ebab0,txn_1ad1e7325a34,txn_9f17f5c72ede,txn_a655c840e84b,txn_a86d798bf54d,txn_9db47c128a7e,txn_1de15627171a,txn_0d25730fddbf,txn_a5e3437b6e5a,txn_a81c9627ea81,txn_fe0a381eb685,txn_24298cf81a91,txn_b574848c81bf,txn_c9d7719d2b5b,txn_f77050d1f169,txn_ad5d899529c6,txn_a10586c84879,txn_9d6c9e3064ec,txn_24096a4a2f23,txn_6a7f373697ef"
atk_121fa395a12d,scn_69952bfd90a3,post_alt_refund_001,post_transaction_abuse,alternative_refund_abuse,59,0.863,0.5897,"txn_c50e5f220c1b,txn_41cb3f72a88f,txn_89ad07844dcb,txn_b41f258f70ac,txn_0d533588e927,txn_d7d1c934156a,txn_947e3e3f9172,txn_ae3006e9c567,txn_b2aabe881673,txn_e757aa003d25,txn_5be174291c9c"
atk_c1ca280c829f,scn_9093a6f067eb,post_chargeback_001,post_transaction_abuse,chargeback_fraud,60,0.6679,0.6077,"txn_224e2f7cf094,txn_efa8e6bb249f,txn_2e31b27ab3f1,txn_ae505bbbca5f,txn_7d3fc5de915b,txn_a0c8cda5dbfb,txn_24fcc239cb29,txn_0cec0e2e027a,txn_29a6f7a620d1,txn_c14ebb3cc8d9,txn_5592db72d7db,txn_5550d9e52256,txn_008276fcf074,txn_c8eccebb2f35"
atk_1009d9d1ccd4,scn_f47be05e112b,post_non_delivery_001,post_transaction_abuse,non_delivery_claim,61,0.6562,0.6478,"txn_0b4ca74d66aa,txn_fa4e020ca328,txn_b7270b5f80a5,txn_a4bf0e46e92b,txn_e4c6a4fd21b5,txn_2ae6e3f2dab7,txn_e5fe8221c4d1,txn_d86329fbbe61,txn_01cfbfc08283,txn_38269ce01b80,txn_0760a498b870,txn_208de4aa987f"
atk_0b852b3a2461,scn_09935fa94efa,post_refund_001,post_transaction_abuse,refund_fraud,62,0.4452,0.8212,"txn_405f81ebdefe,txn_8a103e3bb6f7,txn_88a62d2a222b,txn_90c330a90813,txn_9ca6828140eb,txn_0b70f3c1b7dd,txn_614b44527cb1,txn_69d230120dc2"
atk_04479008ec4f,scn_3374b8bb43ba,post_return_policy_001,post_transaction_abuse,return_policy_abuse,63,0.5117,0.7058,"txn_dcc9f68d77f7,txn_cbbb39566e15,txn_e56acf008ea5,txn_261caf31f15a,txn_335f2fabab3f,txn_4c7f115c328f,txn_c2014fdd36ab,txn_fb24f8f27a33,txn_4e611d2fa7e1,txn_1424c93b40ce,txn_56cf2a98b653,txn_c2110d73317a,txn_eb44a608a053,txn_5262331cfda1,txn_8b8a9371801b,txn_5b857ffd75a0,txn_ffc571e7d5a6"
atk_b3fc4541dbc6,scn_6347c9a2294d,social_ai_impersonation_001,social_engineering_payment_fraud,ai_impersonation,64,0.6966,0.7667,"txn_56dcc7edc64c,txn_eb5242084a1f,txn_e7ec45253fe0,txn_89f2a72d2384,txn_bb6448bbe4f1,txn_185ed233c651,txn_204089f9cc8b,txn_5a2734d2f703,txn_ee19c1a96bcd"
atk_29c21c6488e0,scn_72438b438bf1,social_app_scam_001,social_engineering_payment_fraud,authorized_push_payment_scam,65,0.5082,0.7159,"txn_aadd02183309,txn_07027cf81cb8,txn_5e54aa906219,txn_562cf3a48129,txn_3f053143980f,txn_863ef6fc0721,txn_0f3fdc5673a6,txn_8e0685a391bb,txn_2658026e2f78"
atk_57c94c647c85,scn_a58709c95e3b,social_bec_001,social_engineering_payment_fraud,business_email_compromise,66,0.589,0.6248,"txn_e151f2f65f55,txn_9811fbc25ae5,txn_7bd128690b4c,txn_6908434112dc,txn_f79bda9b1042,txn_81ed5a33548e,txn_2a31685fff04,txn_e6d58966262a"
atk_e8e7b28a3bfe,scn_1648e2618d59,social_exec_impersonation_001,social_engineering_payment_fraud,executive_impersonation,67,0.7713,0.5762,"txn_20ee12fe6676,txn_c6f7b6661c67,txn_e2ab7a87ff38,txn_6dd4044df58c,txn_2bc0f9ad3635"
atk_29fba5aaea10,scn_e28eac905573,social_vendor_reroute_001,social_engineering_payment_fraud,vendor_rerouting,68,0.8674,0.8596,"txn_047345e54364,txn_fd411b57f9b2,txn_6d9d7643948f,txn_68eaf9970a01,txn_36c11da4bfb0,txn_b29345efe880,txn_114807a957c8,txn_49cbaddfc7b8,txn_963873c65b5d"
atk_db5e282d50dd,scn_e791036824c1,social_ai_impersonation_001__mut_2c699128880c,social_engineering_payment_fraud,ai_impersonation,69,0.4027,0.8921,"txn_e852fd18d14f,txn_7a65ffbe860c,txn_53dce56973fa,txn_19714c32996b,txn_006f71f29499,txn_a20084dc2417"
