transaction_id,event_time,amount,currency,channel,rail,transaction_type,status,customer_id,merchant_id,device_id,session_id,ip_address,billing_country,shipping_country,merchant_category,payment_method_type,auth_result,risk_score,label,attack_id,attack_bucket,attack_subtype,scenario_id
txn_657505381577,2026-08-17T15:43:00+00:00,43.21,EUR,ecommerce,card,purchase,approved,cust_c097b3f2f1ba,merch_4fb59943b19a,dev_5a0036c081fc,sess_657505381577,198.51.100.193,SG,SG,digital_goods,bank_account,approved,0.2483,0,,,,
txn_d4594fa40c55,2026-08-17T08:24:00+00:00,5.83,INR,mobile_app,wallet,purchase,approved,cust_c097b3f2f1ba,merch_a700c28d743c,dev_5a0036c081fc,sess_d4594fa40c55,198.51.100.34,AE,AE,marketplace,credit_card,approved,0.1752,0,,,,
txn_80e848496060,2026-08-17T05:01:00+00:00,14.56,GBP,ecommerce,card,purchase,approved,cust_c097b3f2f1ba,merch_89560ffc8d2b,dev_5a0036c081fc,sess_80e848496060,198.51.100.27,IN,IN,electronics,bank_account,approved,0.0702,0,,,,
txn_e1b0e187243c,2026-08-17T02:56:00+00:00,34.62,INR,ecommerce,card,purchase,approved,cust_bd970e8cd1db,merch_5a0036c081fc,dev_5a0036c081fc,sess_e1b0e187243c,198.51.100.17,IN,IN,electronics,bank_account,approved,0.2038,0,,,,
txn_c2c6a025515b,2026-08-17T14:15:00+00:00,30.11,INR,wallet,card,purchase,approved,cust_bd970e8cd1db,merch_a84ae569ea6c,dev_a84ae569ea6c,sess_c2c6a025515b,198.51.100.131,AE,AE,marketplace,credit_card,approved,0.1771,0,,,,
txn_357a634c20ab,2026-08-17T02:18:00+00:00,32.23,INR,mobile_app,card,purchase,approved,cust_bd970e8cd1db,merch_c097b3f2f1ba,dev_a84ae569ea6c,sess_357a634c20ab,198.51.100.54,GB,GB,electronics,bank_account,approved,0.0284,0,,,,
txn_09dc1fea8c82,2026-08-17T09:24:00+00:00,37.22,SGD,mobile_app,wallet,purchase,approved,cust_bd970e8cd1db,merch_bd970e8cd1db,dev_a84ae569ea6c,sess_09dc1fea8c82,198.51.100.227,DE,DE,financial_services,credit_card,approved,0.0851,0,,,,
txn_3dbd615a4c8e,2026-08-17T16:48:00+00:00,39.84,USD,wallet,p2p,purchase,approved,cust_031519546e21,merch_031519546e21,dev_a84ae569ea6c,sess_3dbd615a4c8e,198.51.100.98,IN,IN,financial_services,bank_account,approved,0.1024,0,,,,
txn_cae671827d44,2026-08-17T05:43:00+00:00,67.62,GBP,mobile_app,p2p,purchase,approved,cust_031519546e21,merch_3c878ac1934d,dev_a84ae569ea6c,sess_cae671827d44,198.51.100.131,SG,SG,gift_cards,bank_account,approved,0.2743,0,,,,
txn_c38aff61370a,2026-08-17T09:10:00+00:00,45.21,GBP,mobile_app,p2p,purchase,approved,cust_031519546e21,merch_edda4c1c33e3,dev_c097b3f2f1ba,sess_c38aff61370a,198.51.100.36,AE,AE,financial_services,wallet,approved,0.2264,0,,,,
txn_a6f57400d88b,2026-08-17T18:42:00+00:00,26.31,EUR,mobile_app,p2p,purchase,approved,cust_031519546e21,merch_6cf8c2b99854,dev_c097b3f2f1ba,sess_a6f57400d88b,198.51.100.208,DE,DE,retail,debit_card,approved,0.189,0,,,,
txn_be43eac20c54,2026-08-17T12:08:00+00:00,20.05,USD,wallet,p2p,purchase,approved,cust_3c878ac1934d,merch_b9313e6e2e4b,dev_c097b3f2f1ba,sess_be43eac20c54,198.51.100.248,AE,AE,financial_services,credit_card,approved,0.2188,0,,,,
txn_b7e1414cdffd,2026-08-17T02:39:00+00:00,41.99,USD,ecommerce,card,purchase,approved,cust_3c878ac1934d,merch_7c53b6ce6527,dev_c097b3f2f1ba,sess_b7e1414cdffd,198.51.100.167,GB,GB,marketplace,wallet,approved,0.1394,0,,,,
txn_a0e33a062c16,2026-08-17T05:24:00+00:00,19.84,INR,wallet,card,purchase,approved,cust_3c878ac1934d,merch_a0545b1f3593,dev_c097b3f2f1ba,sess_a0e33a062c16,198.51.100.102,GB,GB,financial_services,bank_account,approved,0.1167,0,,,,
txn_931c2be7ad5d,2026-08-17T17:25:00+00:00,26.54,INR,mobile_app,p2p,purchase,approved,cust_3c878ac1934d,merch_41d42f2738e7,dev_bd970e8cd1db,sess_931c2be7ad5d,198.51.100.31,DE,DE,digital_goods,debit_card,approved,0.1694,0,,,,
txn_7be8b536a894,2026-08-17T13:04:00+00:00,24.13,GBP,wallet,p2p,purchase,approved,cust_edda4c1c33e3,merch_a703bf8e1397,dev_bd970e8cd1db,sess_7be8b536a894,198.51.100.212,US,US,travel,wallet,approved,0.2049,0,,,,
txn_628b5ff1fe3b,2026-08-17T02:51:00+00:00,28.57,GBP,marketplace,p2p,purchase,approved,cust_edda4c1c33e3,merch_fd19060fa6cd,dev_bd970e8cd1db,sess_628b5ff1fe3b,198.51.100.242,US,US,digital_goods,credit_card,approved,0.1019,0,,,,
txn_6d3c5a47956c,2026-08-17T13:32:00+00:00,50.22,SGD,marketplace,wallet,purchase,approved,cust_edda4c1c33e3,merch_86a400a5897e,dev_bd970e8cd1db,sess_6d3c5a47956c,198.51.100.107,GB,GB,digital_goods,debit_card,approved,0.261,0,,,,
txn_e5f597e7a43a,2026-08-17T15:44:00+00:00,28.89,INR,ecommerce,p2p,purchase,approved,cust_edda4c1c33e3,merch_4fb59943b19a,dev_bd970e8cd1db,sess_e5f597e7a43a,198.51.100.178,AE,AE,marketplace,debit_card,approved,0.1091,0,,,,
txn_067f12af16fc,2026-08-17T08:00:00+00:00,112.22,INR,mobile_app,wallet,purchase,approved,cust_6cf8c2b99854,merch_a700c28d743c,dev_031519546e21,sess_067f12af16fc,198.51.100.23,AE,AE,gift_cards,bank_account,approved,0.2115,0,,,,
txn_583743f1a209,2026-08-17T07:07:00+00:00,81.67,EUR,ecommerce,card,purchase,approved,cust_6cf8c2b99854,merch_89560ffc8d2b,dev_031519546e21,sess_583743f1a209,198.51.100.113,DE,DE,digital_goods,wallet,approved,0.2476,0,,,,
txn_0f266fd42cdf,2026-08-17T13:26:00+00:00,62.7,GBP,ecommerce,wallet,purchase,approved,cust_6cf8c2b99854,merch_5a0036c081fc,dev_031519546e21,sess_0f266fd42cdf,198.51.100.197,SG,SG,electronics,debit_card,approved,0.1873,0,,,,
txn_019918b056ed,2026-08-17T03:09:00+00:00,94.32,GBP,marketplace,wallet,purchase,approved,cust_6cf8c2b99854,merch_a84ae569ea6c,dev_031519546e21,sess_019918b056ed,198.51.100.88,AE,AE,marketplace,bank_account,approved,0.197,0,,,,
txn_adfa79ba32fa,2026-08-17T08:32:00+00:00,34.08,EUR,ecommerce,wallet,purchase,approved,cust_b9313e6e2e4b,merch_c097b3f2f1ba,dev_031519546e21,sess_adfa79ba32fa,198.51.100.30,DE,DE,gift_cards,bank_account,approved,0.1967,0,,,,
txn_0544286fc6f2,2026-08-18T00:55:00+00:00,26.52,USD,ecommerce,card,purchase,approved,cust_b9313e6e2e4b,merch_bd970e8cd1db,dev_3c878ac1934d,sess_0544286fc6f2,198.51.100.128,IN,IN,financial_services,bank_account,approved,0.097,0,,,,
txn_f8be67541d8d,2026-08-17T16:30:00+00:00,11.78,SGD,mobile_app,wallet,purchase,approved,cust_b9313e6e2e4b,merch_031519546e21,dev_3c878ac1934d,sess_f8be67541d8d,198.51.100.142,SG,SG,retail,debit_card,approved,0.0336,0,,,,
txn_4d67f268378c,2026-08-17T06:42:00+00:00,32.67,GBP,marketplace,card,purchase,approved,cust_b9313e6e2e4b,merch_3c878ac1934d,dev_3c878ac1934d,sess_4d67f268378c,198.51.100.249,DE,DE,retail,wallet,approved,0.0661,0,,,,
txn_fb827d90bd9d,2026-08-17T11:20:00+00:00,55.06,EUR,mobile_app,wallet,purchase,approved,cust_7c53b6ce6527,merch_edda4c1c33e3,dev_3c878ac1934d,sess_fb827d90bd9d,198.51.100.2,US,US,retail,wallet,approved,0.1794,0,,,,
txn_9e6a1227edca,2026-08-17T08:03:00+00:00,31.63,EUR,ecommerce,wallet,purchase,approved,cust_7c53b6ce6527,merch_6cf8c2b99854,dev_3c878ac1934d,sess_9e6a1227edca,198.51.100.204,DE,DE,travel,wallet,approved,0.0527,0,,,,
txn_4a5a5fa43829,2026-08-17T16:20:00+00:00,31.33,EUR,marketplace,card,purchase,approved,cust_7c53b6ce6527,merch_b9313e6e2e4b,dev_edda4c1c33e3,sess_4a5a5fa43829,198.51.100.180,GB,GB,financial_services,wallet,approved,0.1406,0,,,,
txn_ffcd78264fc7,2026-08-17T11:50:00+00:00,28.11,GBP,wallet,card,purchase,approved,cust_7c53b6ce6527,merch_7c53b6ce6527,dev_edda4c1c33e3,sess_ffcd78264fc7,198.51.100.216,GB,GB,electronics,credit_card,approved,0.0531,0,,,,
txn_868c36672859,2026-08-17T13:12:00+00:00,58.61,GBP,marketplace,card,purchase,approved,cust_08465652a487,merch_a0545b1f3593,dev_edda4c1c33e3,sess_868c36672859,198.51.100.93,DE,DE,financial_services,debit_card,approved,0.1032,0,,,,
txn_d3e105020e39,2026-08-17T06:05:00+00:00,20.69,SGD,wallet,card,purchase,approved,cust_08465652a487,merch_41d42f2738e7,dev_edda4c1c33e3,sess_d3e105020e39,198.51.100.246,SG,SG,marketplace,wallet,approved,0.1307,0,,,,
txn_6c37b0358b8f,2026-08-17T23:26:00+00:00,62.47,USD,ecommerce,wallet,purchase,approved,cust_08465652a487,merch_a703bf8e1397,dev_edda4c1c33e3,sess_6c37b0358b8f,198.51.100.251,SG,SG,gift_cards,bank_account,approved,0.128,0,,,,
txn_f8bd7a133036,2026-08-18T04:45:00+00:00,14.32,EUR,mobile_app,wallet,purchase,approved,cust_08465652a487,merch_fd19060fa6cd,dev_6cf8c2b99854,sess_f8bd7a133036,198.51.100.53,AE,AE,financial_services,wallet,approved,0.1123,0,,,,
txn_b0ed966d5d94,2026-08-17T11:24:00+00:00,32.84,INR,marketplace,wallet,purchase,approved,cust_dc00de623299,merch_86a400a5897e,dev_6cf8c2b99854,sess_b0ed966d5d94,198.51.100.136,IN,IN,retail,debit_card,approved,0.2389,0,,,,
txn_95f344d06976,2026-08-17T08:59:00+00:00,52.73,SGD,ecommerce,card,purchase,approved,cust_dc00de623299,merch_4fb59943b19a,dev_6cf8c2b99854,sess_95f344d06976,198.51.100.64,DE,DE,retail,credit_card,approved,0.0693,0,,,,
txn_006cab306d05,2026-08-17T20:48:00+00:00,52.59,INR,mobile_app,wallet,purchase,approved,cust_dc00de623299,merch_a700c28d743c,dev_6cf8c2b99854,sess_006cab306d05,198.51.100.161,GB,GB,travel,credit_card,approved,0.2163,0,,,,
txn_84c410ea5aba,2026-08-17T23:42:00+00:00,75.72,EUR,ecommerce,card,purchase,approved,cust_dc00de623299,merch_89560ffc8d2b,dev_6cf8c2b99854,sess_84c410ea5aba,198.51.100.144,GB,GB,travel,debit_card,approved,0.2709,0,,,,
txn_a279e238d1dd,2026-08-17T14:40:00+00:00,76.92,SGD,ecommerce,p2p,purchase,approved,cust_24550bdfdbb5,merch_5a0036c081fc,dev_b9313e6e2e4b,sess_a279e238d1dd,198.51.100.56,DE,DE,gift_cards,bank_account,approved,0.1819,0,,,,
txn_fc3ef2cb4e14,2026-08-17T14:51:00+00:00,129.18,EUR,marketplace,p2p,purchase,approved,cust_24550bdfdbb5,merch_a84ae569ea6c,dev_b9313e6e2e4b,sess_fc3ef2cb4e14,198.51.100.217,AE,AE,retail,wallet,approved,0.2633,0,,,,
txn_c00f4550d313,2026-08-18T08:48:00+00:00,16.43,SGD,wallet,card,purchase,approved,cust_24550bdfdbb5,merch_c097b3f2f1ba,dev_b9313e6e2e4b,sess_c00f4550d313,198.51.100.48,IN,IN,marketplace,credit_card,approved,0.0942,0,,,,
txn_fca538de4e18,2026-08-17T19:22:00+00:00,22.49,USD,marketplace,p2p,purchase,approved,cust_24550bdfdbb5,merch_bd970e8cd1db,dev_b9313e6e2e4b,sess_fca538de4e18,198.51.100.109,GB,GB,travel,credit_card,approved,0.2691,0,,,,
txn_784c55abf84c,2026-08-17T14:00:00+00:00,68.26,INR,wallet,p2p,purchase,approved,cust_507118b14732,merch_031519546e21,dev_b9313e6e2e4b,sess_784c55abf84c,198.51.100.78,GB,GB,retail,debit_card,approved,0.1655,0,,,,
txn_76981d5d4024,2026-08-17T07:05:00+00:00,6.36,USD,ecommerce,card,purchase,approved,cust_507118b14732,merch_3c878ac1934d,dev_7c53b6ce6527,sess_76981d5d4024,198.51.100.191,US,US,gift_cards,bank_account,approved,0.251,0,,,,
txn_8daf110edb83,2026-08-18T00:22:00+00:00,12.41,SGD,wallet,p2p,purchase,approved,cust_507118b14732,merch_edda4c1c33e3,dev_7c53b6ce6527,sess_8daf110edb83,198.51.100.175,GB,GB,electronics,debit_card,approved,0.2742,0,,,,
txn_ee89a3d5b775,2026-08-18T12:15:00+00:00,12.0,INR,ecommerce,p2p,purchase,approved,cust_507118b14732,merch_6cf8c2b99854,dev_7c53b6ce6527,sess_ee89a3d5b775,198.51.100.150,GB,GB,marketplace,credit_card,approved,0.0909,0,,,,
txn_ae28c9043f58,2026-08-18T06:48:00+00:00,59.67,USD,wallet,wallet,purchase,approved,cust_fb0712859094,merch_b9313e6e2e4b,dev_7c53b6ce6527,sess_ae28c9043f58,198.51.100.108,DE,DE,retail,debit_card,approved,0.1683,0,,,,
txn_202ec47ec02b,2026-08-17T04:27:00+00:00,28.21,SGD,marketplace,wallet,purchase,approved,cust_fb0712859094,merch_7c53b6ce6527,dev_7c53b6ce6527,sess_202ec47ec02b,198.51.100.134,DE,DE,digital_goods,wallet,approved,0.2229,0,,,,
txn_ba429c089630,2026-08-17T21:00:00+00:00,18.47,USD,marketplace,p2p,purchase,approved,cust_fb0712859094,merch_a0545b1f3593,dev_08465652a487,sess_ba429c089630,198.51.100.249,US,US,electronics,debit_card,approved,0.2518,0,,,,
txn_7ab743c7d4a9,2026-08-18T03:18:00+00:00,10.87,USD,marketplace,wallet,purchase,approved,cust_fb0712859094,merch_41d42f2738e7,dev_08465652a487,sess_7ab743c7d4a9,198.51.100.215,IN,IN,retail,wallet,approved,0.2008,0,,,,
txn_ccfaef4849e0,2026-08-17T09:12:00+00:00,37.07,GBP,ecommerce,wallet,purchase,approved,cust_e0d6f555ead8,merch_a703bf8e1397,dev_08465652a487,sess_ccfaef4849e0,198.51.100.195,AE,AE,electronics,bank_account,approved,0.1431,0,,,,
txn_85eee4f5fc6c,2026-08-18T11:39:00+00:00,75.42,GBP,marketplace,wallet,purchase,approved,cust_e0d6f555ead8,merch_fd19060fa6cd,dev_08465652a487,sess_85eee4f5fc6c,198.51.100.34,US,US,electronics,credit_card,approved,0.16,0,,,,
txn_9d32b43a0d07,2026-08-18T15:10:00+00:00,16.03,USD,ecommerce,wallet,purchase,approved,cust_e0d6f555ead8,merch_86a400a5897e,dev_08465652a487,sess_9d32b43a0d07,198.51.100.175,US,US,retail,bank_account,approved,0.1642,0,,,,
txn_3314a7d9b690,2026-08-17T22:10:00+00:00,29.01,USD,marketplace,card,purchase,approved,cust_e0d6f555ead8,merch_4fb59943b19a,dev_dc00de623299,sess_3314a7d9b690,198.51.100.176,GB,GB,travel,wallet,approved,0.2611,0,,,,
txn_8f634c05a85e,2026-08-17T20:48:00+00:00,134.05,GBP,wallet,card,purchase,approved,cust_f22d2f38e7f2,merch_a700c28d743c,dev_dc00de623299,sess_8f634c05a85e,198.51.100.71,AE,AE,marketplace,bank_account,approved,0.1167,0,,,,
txn_bcfdc5bd0e39,2026-08-18T05:06:00+00:00,34.25,EUR,marketplace,p2p,purchase,approved,cust_f22d2f38e7f2,merch_89560ffc8d2b,dev_dc00de623299,sess_bcfdc5bd0e39,198.51.100.112,IN,IN,gift_cards,wallet,approved,0.0254,0,,,,
txn_fbdc739ac6ea,2026-08-18T11:56:00+00:00,21.37,GBP,mobile_app,wallet,purchase,approved,cust_f22d2f38e7f2,merch_5a0036c081fc,dev_dc00de623299,sess_fbdc739ac6ea,198.51.100.127,SG,SG,digital_goods,wallet,approved,0.2258,0,,,,
txn_f973e64dcb18,2026-08-17T21:27:00+00:00,35.56,GBP,mobile_app,card,purchase,approved,cust_f22d2f38e7f2,merch_a84ae569ea6c,dev_dc00de623299,sess_f973e64dcb18,198.51.100.89,IN,IN,marketplace,credit_card,approved,0.1294,0,,,,
