transaction_id,fraud_score,prediction,ml_fraud_score,ml_prediction,decision_engine,llm_reviewed,llm_provider,llm_semantic_risk_score,llm_novelty_score,llm_recommendation,llm_rationale,llm_risk_indicators,llm_fallback,label,attack_bucket,attack_subtype,reason_codes
txn_4918c9cc4d7d,0.16564679944272667,0,0.165647,0,ml_only,0,,,,,,,,1,credential_based_fraud,merchant_admin_takeover,transaction_type_code lowers risk;session velocity raises risk;customer_historical_spend_mean lowers risk
txn_a9a8764ec0c6,0.03299667764949246,0,0.032997,0,ml_only,0,,,,,,,,1,credential_based_fraud,merchant_admin_takeover,transaction_type_code lowers risk;customer_historical_spend_mean lowers risk;payment_method_type_code lowers risk
txn_3291404ea8c4,0.11361729474795149,0,0.113617,0,ml_only,0,,,,,,,,1,credential_based_fraud,merchant_admin_takeover,transaction_type_code lowers risk;customer_historical_spend_mean lowers risk;high generated risk score raises risk
txn_45dabb657658,0.10877299099626868,0,0.108773,0,ml_only,0,,,,,,,,1,credential_based_fraud,merchant_admin_takeover,transaction_type_code lowers risk;session velocity raises risk;customer_historical_spend_mean lowers risk
txn_7ccf4102cfcb,0.03006628840312266,0,0.030066,0,ml_only,0,,,,,,,,1,credential_based_fraud,merchant_admin_takeover,transaction_type_code lowers risk;customer_historical_spend_mean lowers risk;IP velocity raises risk
txn_7228513d215b,0.09440803538526914,0,0.094408,0,ml_only,0,,,,,,,,1,credential_based_fraud,merchant_admin_takeover,transaction_type_code lowers risk;IP velocity raises risk;customer_historical_spend_mean lowers risk
txn_136587020f16,0.02498730029402258,0,0.024987,0,ml_only,0,,,,,,,,1,credential_based_fraud,credential_stuffing,customer payment cadence lowers risk;high generated risk score lowers risk;session velocity lowers risk
txn_b526344b5e02,0.22084422838132123,0,0.220844,0,ml_only,0,,,,,,,,1,credential_based_fraud,credential_stuffing,IP velocity lowers risk;customer payment cadence raises risk;customer_historical_spend_mean lowers risk
txn_93930b61fdd7,0.18440350225481736,0,0.184404,0,ml_only,0,,,,,,,,1,credential_based_fraud,credential_stuffing,session velocity lowers risk;IP velocity lowers risk;customer payment cadence raises risk
txn_a288cf15e7a6,0.07599367727132815,0,0.075994,0,ml_only,0,,,,,,,,1,identity_onboarding_fraud,fraudulent_merchant_onboarding,customer payment cadence lowers risk;session velocity lowers risk;customer one-hour velocity lowers risk
txn_2c611c986b45,0.1985713127993048,0,0.198571,0,ml_only,0,,,,,,,,1,identity_onboarding_fraud,stolen_identity_signup,customer payment cadence lowers risk;merchant chargeback behavior raises risk;session velocity lowers risk
txn_b088d1129085,0.0706528309544408,0,0.070653,0,ml_only,0,,,,,,,,1,identity_onboarding_fraud,synthetic_business,customer payment cadence lowers risk;session velocity lowers risk;customer one-hour velocity lowers risk
txn_f6bb3a192cab,0.1083807700530976,0,0.108381,0,ml_only,0,,,,,,,,1,merchant_ecosystem_abuse,bust_out_merchant,customer payment cadence lowers risk;session velocity lowers risk;customer one-hour velocity lowers risk
txn_8d2367f16077,0.16409436073131783,0,0.164094,0,ml_only,0,,,,,,,,1,post_transaction_abuse,alternative_refund_abuse,transaction_type_code raises risk;customer payment cadence lowers risk;customer account age lowers risk
txn_183e12f1b790,0.19269427020866856,0,0.192694,0,ml_only,0,,,,,,,,1,post_transaction_abuse,refund_fraud,transaction_type_code raises risk;customer payment cadence lowers risk;session velocity lowers risk
txn_e277d2155cc2,0.06541946186816525,0,0.065419,0,ml_only,0,,,,,,,,1,post_transaction_abuse,return_policy_abuse,transaction_type_code raises risk;customer payment cadence lowers risk;customer account age lowers risk
txn_4f54b65a1459,0.017530972145248944,0,0.017531,0,ml_only,0,,,,,,,,1,social_engineering_payment_fraud,executive_impersonation,customer payment cadence lowers risk;unusual amount raises risk;payment_method_type_code lowers risk
txn_78e6632f123b,0.010747181069753114,0,0.010747,0,ml_only,0,,,,,,,,1,social_engineering_payment_fraud,vendor_rerouting,customer payment cadence lowers risk;payment_method_type_code lowers risk;session velocity lowers risk
